,Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,%Rucks_Won,Mauls_Won,Total_Mauls,%Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,%Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,%Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
628,Bath Rugby,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.875,0.0,0.0,30.0,90.0,76.0,208.0,0.0,0.0,5.0,4.0,65.0,68.0,0.956,0.0,0.0,0,8.0,133,12,0.917,2.0,0.0,2.0,6.0,0,12.0,0.0,1.0,11.0,1.0,22,0,0,JP Doyle,1,21 ,1.0,2.0,11
629,Harlequins,0.0,0.0,0.0,0.0,6.0,7.0,85.71428571428571,0.857,0.0,0.0,30.0,136.0,113.0,316.0,0.0,2.0,13.0,5.0,96.0,10.0,0.941,0.0,0.0,0,16.0,68,5,0.932,6.0,2.0,0.0,2.0,0,11.0,1.0,0.0,12.0,0.917,11,0,0,JP Doyle,0, 18,0.0,8.0,22
630,London Irish,2.0,2.0,2.0,100.0,3.0,4.0,75.0,0.833,0.0,0.0,40.0,150.0,96.0,219.0,0.5,1.0,11.0,6.0,84.0,84.0,1.0,0.0,0.0,0,13.0,74,15,0.8320000000000001,6.0,1.0,2.0,5.0,0,4.0,4.0,3.0,7.0,0.5,11,0,0,LAG Roberts,1,23 ,0.0,7.0,11
631,Exeter Chiefs,2.0,1.0,2.0,50.0,5.0,5.0,100.0,0.857,0.0,0.0,33.0,85.0,71.0,356.0,0.5,9.0,15.0,5.0,56.0,64.0,0.875,0.0,0.0,0,14.0,97,11,0.898,5.0,2.0,1.0,6.0,0,7.0,3.0,4.0,4.0,0.7,11,0,0,LAG Roberts,0, 27,1.0,7.0,11
632,Wasps,1.0,0.0,1.0,0.0,3.0,6.0,50.0,0.429,0.0,0.0,22.0,103.0,68.0,367.0,1.0,4.0,15.0,6.0,50.0,56.0,0.893,0.0,0.0,0,14.0,70,2,0.972,7.0,5.0,5.0,8.0,0,11.0,3.0,2.0,9.0,0.7859999999999999,15,0,0,S Davey,1,14 ,1.0,12.0,11
633,Leicester Tigers,0.0,0.0,0.0,0.0,4.0,6.0,66.66666666666666,0.667,0.0,0.0,25.0,60.0,53.0,119.0,0.0,0.0,2.0,1.0,49.0,50.0,0.98,0.0,0.0,0,15.0,65,14,0.823,8.0,5.0,5.0,7.0,0,9.0,2.0,3.0,11.0,0.818,11,0,0,S Davey,0, 12,0.0,13.0,15
634,Gloucester Rugby,2.0,2.0,2.0,100.0,5.0,5.0,100.0,1.0,0.0,0.0,35.0,63.0,72.0,204.0,1.0,1.0,10.0,10.0,50.0,53.0,0.943,0.0,0.0,0,11.0,104,15,0.8740000000000001,12.0,0.0,2.0,8.0,0,14.0,3.0,5.0,14.0,0.8240000000000001,6,0,0,L Pearce,1,29 ,1.0,12.0,21
635,Sale Sharks,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,25.0,123.0,85.0,253.0,0.0,2.0,15.0,13.0,59.0,62.0,0.9520000000000001,0.0,0.0,0,18.0,79,11,0.878,8.0,2.0,0.0,12.0,0,14.0,5.0,3.0,14.0,0.737,21,0,0,L Pearce,0, 3,0.0,10.0,6
636,Northampton Saints,2.0,2.0,2.0,100.0,2.0,2.0,100.0,1.0,1.0,0.0,29.0,41.0,41.0,129.0,0.67,2.0,9.0,3.0,32.0,33.0,0.97,0.0,0.0,0,7.0,65,3,0.956,11.0,2.0,0.0,3.0,0,11.0,5.0,4.0,14.0,0.688,16,1,0,DM Rose,1,23 ,1.0,13.0,17
637,London Welsh,1.0,1.0,1.0,100.0,3.0,6.0,50.0,0.5710000000000001,0.0,0.0,20.0,58.0,72.0,168.0,0.33,0.0,3.0,5.0,56.0,58.0,0.966,0.0,0.0,0,16.0,37,9,0.804,3.0,0.0,2.0,11.0,0,14.0,4.0,5.0,11.0,0.778,17,2,0,DM Rose,0, 16,0.0,3.0,16
638,Worcester Warriors,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.6,1.0,2.0,26.0,105.0,111.0,259.0,0.0,5.0,11.0,3.0,93.0,98.0,0.9490000000000001,0.0,0.0,0,9.0,87,9,0.9059999999999999,8.0,3.0,1.0,4.0,0,8.0,0.0,2.0,14.0,1.0,19,0,0,T Wigglesworth,1,12 ,1.0,11.0,14
639,Saracens,0.0,0.0,0.0,0.0,1.0,5.0,20.0,0.2,0.0,0.0,20.0,112.0,83.0,295.0,0.0,3.0,9.0,8.0,63.0,69.0,0.9129999999999999,0.0,0.0,0,19.0,133,10,0.93,4.0,1.0,3.0,8.0,0,14.0,2.0,0.0,8.0,0.875,14,0,0,T Wigglesworth,0, 3,0.0,5.0,19
640,Exeter Chiefs,3.0,3.0,3.0,100.0,3.0,4.0,75.0,0.857,0.0,0.0,17.0,113.0,103.0,415.0,0.6,6.0,13.0,2.0,83.0,86.0,0.965,0.0,0.0,0,10.0,70,13,0.843,6.0,0.0,0.0,8.0,0,19.0,0.0,1.0,9.0,1.0,11,0,0,A Small,1,30 ,1.0,6.0,12
641,Wasps,2.0,2.0,2.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,22.0,94.0,72.0,302.0,0.4,4.0,13.0,6.0,56.0,58.0,0.966,0.0,0.0,0,8.0,112,13,0.8959999999999999,8.0,0.0,0.0,6.0,0,9.0,1.0,0.0,19.0,0.9,12,2,0,A Small,0, 23,0.0,8.0,11
642,London Welsh,0.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,0.0,0.0,27.0,103.0,83.0,408.0,0.0,2.0,13.0,3.0,67.0,74.0,0.905,0.0,0.0,0,14.0,82,10,0.8909999999999999,6.0,1.0,2.0,4.0,0,9.0,3.0,3.0,14.0,0.75,19,1,0,JP Doyle,1,15 ,1.0,7.0,11
643,London Irish,0.0,0.0,0.0,0.0,3.0,8.0,37.5,0.375,0.0,0.0,30.0,101.0,80.0,227.0,0.0,1.0,10.0,4.0,69.0,70.0,0.986,0.0,0.0,0,12.0,79,13,0.8590000000000001,4.0,2.0,1.0,6.0,0,14.0,3.0,3.0,9.0,0.8240000000000001,11,1,1,JP Doyle,0, 9,0.0,6.0,19
644,Harlequins,1.0,1.0,1.0,100.0,4.0,4.0,100.0,1.0,1.0,0.0,10.0,163.0,105.0,250.0,0.33,2.0,10.0,7.0,83.0,85.0,0.976,0.0,0.0,0,12.0,98,11,0.899,8.0,0.0,2.0,7.0,0,13.0,2.0,3.0,7.0,0.867,12,0,0,L Pearce,1,22 ,1.0,8.0,20
645,Worcester Warriors,2.0,0.0,2.0,0.0,3.0,3.0,100.0,0.6,0.0,0.0,14.0,94.0,81.0,263.0,0.67,4.0,11.0,5.0,71.0,74.0,0.9590000000000001,0.0,0.0,0,8.0,115,10,0.92,7.0,2.0,0.0,8.0,0,7.0,3.0,2.0,13.0,0.7,20,2,0,L Pearce,0, 19,0.0,9.0,12
646,Leicester Tigers,1.0,0.0,1.0,0.0,4.0,6.0,66.66666666666666,0.5710000000000001,0.0,0.0,17.0,176.0,111.0,531.0,0.33,5.0,18.0,10.0,85.0,89.0,0.955,0.0,0.0,0,17.0,95,9,0.9129999999999999,4.0,2.0,0.0,9.0,0,18.0,2.0,2.0,9.0,0.9,13,0,1,T Wigglesworth,1,17 ,1.0,6.0,21
647,Bath Rugby,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.33299999999999996,0.0,0.0,21.0,111.0,84.0,362.0,0.67,2.0,9.0,8.0,66.0,70.0,0.943,0.0,0.0,0,15.0,116,18,0.866,9.0,0.0,2.0,4.0,0,9.0,2.0,2.0,18.0,0.818,21,2,2,T Wigglesworth,0, 12,0.0,9.0,13
648,Sale Sharks,2.0,0.0,2.0,0.0,2.0,2.0,100.0,0.5,0.0,0.0,31.0,172.0,98.0,325.0,0.4,10.0,10.0,13.0,80.0,81.0,0.988,0.0,0.0,0,12.0,67,5,0.9309999999999999,7.0,3.0,2.0,5.0,0,12.0,1.0,3.0,11.0,0.9229999999999999,10,0,0,LAG Roberts,1,16 ,0.0,10.0,9
649,Northampton Saints,3.0,3.0,3.0,100.0,1.0,1.0,100.0,1.0,1.0,0.0,24.0,89.0,76.0,391.0,0.6,3.0,5.0,10.0,53.0,56.0,0.946,0.0,0.0,0,11.0,98,11,0.899,5.0,2.0,3.0,7.0,0,11.0,3.0,1.0,12.0,0.7859999999999999,9,0,0,LAG Roberts,0, 27,1.0,7.0,10
650,Saracens,1.0,1.0,1.0,100.0,7.0,8.0,87.5,0.889,0.0,0.0,24.0,108.0,84.0,430.0,0.33,4.0,5.0,5.0,70.0,73.0,0.9590000000000001,0.0,0.0,0,10.0,81,4,0.953,4.0,0.0,2.0,6.0,0,8.0,4.0,1.0,12.0,0.667,13,1,0,S Davey,1,28 ,1.0,4.0,16
651,Gloucester Rugby,2.0,2.0,2.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,22.0,94.0,75.0,215.0,0.67,2.0,4.0,4.0,65.0,71.0,0.915,0.0,0.0,0,11.0,83,5,0.943,6.0,2.0,0.0,4.0,0,12.0,1.0,4.0,8.0,0.9229999999999999,16,2,0,S Davey,0, 23,0.0,8.0,13
652,Bath Rugby,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,34.0,83.0,82.0,109.0,0.0,0.0,6.0,4.0,62.0,65.0,0.9540000000000001,0.0,0.0,0,14.0,59,3,0.9520000000000001,2.0,1.0,2.0,5.0,0,16.0,8.0,0.0,15.0,0.667,13,0,0,GM Garner,1,0 ,0.0,3.0,14
653,Saracens,1.0,1.0,1.0,100.0,5.0,6.0,83.33333333333334,0.857,0.0,2.0,42.0,85.0,67.0,183.0,1.0,4.0,3.0,13.0,43.0,46.0,0.935,0.0,0.0,0,8.0,94,6,0.94,5.0,2.0,1.0,2.0,0,15.0,0.0,8.0,16.0,1.0,14,0,0,GM Garner,0, 22,1.0,7.0,13
654,London Irish,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,36.0,93.0,72.0,311.0,0.0,5.0,12.0,7.0,56.0,60.0,0.9329999999999999,0.0,0.0,0,8.0,61,12,0.836,9.0,1.0,0.0,6.0,0,19.0,1.0,3.0,17.0,0.95,14,1,0,L Pearce,1,9 ,0.0,10.0,12
655,Leicester Tigers,4.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,32.0,71.0,65.0,345.0,1.0,7.0,12.0,4.0,54.0,57.0,0.9470000000000001,0.0,0.0,0,12.0,70,12,0.8540000000000001,6.0,0.0,1.0,9.0,0,17.0,3.0,1.0,19.0,0.85,12,1,0,L Pearce,0, 31,1.0,6.0,14
656,Wasps,1.0,1.0,1.0,100.0,6.0,6.0,100.0,1.0,0.0,1.0,27.0,105.0,73.0,261.0,0.33,4.0,12.0,6.0,60.0,62.0,0.968,0.0,0.0,0,8.0,107,13,0.892,6.0,1.0,0.0,6.0,0,11.0,2.0,1.0,10.0,0.846,10,0,0,JP Doyle,1,25 ,1.0,7.0,10
657,Sale Sharks,2.0,1.0,2.0,50.0,2.0,5.0,40.0,0.429,0.0,0.0,26.0,125.0,102.0,393.0,0.67,4.0,13.0,4.0,80.0,83.0,0.9640000000000001,0.0,0.0,0,17.0,83,12,0.8740000000000001,6.0,0.0,1.0,6.0,0,10.0,1.0,2.0,11.0,0.909,10,0,0,JP Doyle,0, 18,0.0,6.0,10
658,Gloucester Rugby,0.0,0.0,0.0,0.0,6.0,8.0,75.0,0.75,0.0,1.0,30.0,98.0,88.0,365.0,0.0,1.0,8.0,5.0,65.0,70.0,0.929,0.0,0.0,0,13.0,109,16,0.872,4.0,0.0,3.0,2.0,0,12.0,4.0,3.0,13.0,0.75,9,0,0,LAG Roberts,1,18 ,1.0,4.0,15
659,Exeter Chiefs,1.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,28.0,95.0,104.0,369.0,1.0,2.0,16.0,6.0,81.0,84.0,0.9640000000000001,0.0,0.0,0,14.0,86,8,0.915,2.0,3.0,0.0,4.0,0,13.0,3.0,4.0,12.0,0.812,15,0,0,LAG Roberts,0, 16,0.0,5.0,9
660,Northampton Saints,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.75,0.0,0.0,35.0,76.0,55.0,246.0,0.0,1.0,4.0,3.0,42.0,48.0,0.875,0.0,0.0,0,22.0,72,9,0.889,4.0,0.0,2.0,7.0,0,20.0,5.0,1.0,10.0,0.8,14,0,0,W Barnes,1,9 ,0.0,4.0,18
661,Harlequins,0.0,0.0,0.0,0.0,6.0,8.0,75.0,0.75,0.0,0.0,42.0,75.0,68.0,283.0,0.0,4.0,9.0,3.0,59.0,66.0,0.894,0.0,0.0,0,14.0,55,4,0.932,7.0,2.0,0.0,4.0,0,10.0,1.0,5.0,20.0,0.909,18,1,0,W Barnes,0, 18,1.0,9.0,14
662,Worcester Warriors,1.0,1.0,1.0,100.0,2.0,2.0,100.0,1.0,0.0,0.0,35.0,93.0,109.0,398.0,1.0,9.0,16.0,8.0,87.0,90.0,0.9670000000000001,0.0,0.0,0,19.0,87,7,0.925,7.0,0.0,1.0,6.0,0,8.0,0.0,3.0,15.0,1.0,16,1,0,A Small,1,13 ,1.0,7.0,7
663,London Welsh,0.0,0.0,0.0,0.0,2.0,5.0,40.0,0.4,0.0,0.0,35.0,73.0,91.0,228.0,0.0,1.0,7.0,1.0,67.0,72.0,0.9309999999999999,0.0,0.0,0,8.0,117,16,0.88,6.0,1.0,0.0,7.0,0,15.0,3.0,0.0,8.0,0.833,7,0,0,A Small,0, 6,0.0,7.0,16
664,Exeter Chiefs,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,30.0,136.0,114.0,400.0,0.0,4.0,12.0,5.0,10.0,1.0,0.981,0.0,0.0,0,9.0,62,2,0.9690000000000001,3.0,3.0,0.0,5.0,0,11.0,5.0,7.0,18.0,0.688,15,0,0,DM Rose,1,12 ,3.0,6.0,9
665,Bath Rugby,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,30.0,70.0,55.0,175.0,1.0,1.0,2.0,2.0,52.0,53.0,0.981,0.0,0.0,0,10.0,130,12,0.915,5.0,0.0,3.0,3.0,0,18.0,7.0,5.0,11.0,0.72,9,0,0,DM Rose,0, 12,3.0,5.0,15
666,London Welsh,0.0,0.0,0.0,0.0,5.0,6.0,83.33333333333334,0.833,0.0,0.0,35.0,126.0,93.0,337.0,0.0,2.0,14.0,8.0,77.0,81.0,0.951,0.0,0.0,0,18.0,71,9,0.888,6.0,0.0,1.0,1.0,0,17.0,2.0,1.0,12.0,0.895,15,0,0,T Wigglesworth,1,15 ,0.0,6.0,15
667,Wasps,4.0,1.0,4.0,25.0,4.0,7.0,57.14285714285714,0.455,0.0,0.0,35.0,96.0,80.0,425.0,1.0,5.0,9.0,6.0,54.0,57.0,0.9470000000000001,0.0,0.0,0,14.0,110,14,0.887,1.0,1.0,0.0,6.0,0,12.0,1.0,2.0,17.0,0.9229999999999999,15,0,0,T Wigglesworth,0, 34,1.0,2.0,15
668,Harlequins,2.0,2.0,2.0,100.0,4.0,6.0,66.66666666666666,0.75,0.0,0.0,28.0,137.0,109.0,334.0,1.0,5.0,9.0,11.0,85.0,88.0,0.966,0.0,0.0,0,14.0,83,5,0.943,6.0,0.0,4.0,6.0,0,10.0,0.0,2.0,10.0,1.0,12,0,0,GM Garner,1,26 ,1.0,6.0,14
669,London Irish,0.0,0.0,0.0,0.0,5.0,7.0,71.42857142857143,0.7140000000000001,0.0,0.0,35.0,93.0,74.0,166.0,0.0,1.0,5.0,3.0,69.0,72.0,0.958,0.0,0.0,0,7.0,108,9,0.9229999999999999,6.0,4.0,0.0,6.0,0,10.0,2.0,0.0,10.0,0.833,14,1,0,GM Garner,0, 15,0.0,10.0,12
670,Leicester Tigers,1.0,0.0,1.0,0.0,4.0,6.0,66.66666666666666,0.5710000000000001,0.0,0.0,32.0,64.0,69.0,248.0,1.0,1.0,8.0,1.0,61.0,66.0,0.924,0.0,0.0,0,8.0,65,11,0.855,11.0,3.0,1.0,4.0,0,9.0,3.0,1.0,15.0,0.75,13,2,0,A Small,1,17 ,1.0,14.0,16
671,Gloucester Rugby,0.0,0.0,0.0,0.0,4.0,6.0,66.66666666666666,0.667,0.0,0.0,30.0,86.0,68.0,222.0,0.0,2.0,11.0,9.0,51.0,56.0,0.9109999999999999,0.0,0.0,0,17.0,78,8,0.907,4.0,1.0,3.0,11.0,0,15.0,1.0,3.0,9.0,0.938,16,2,0,A Small,0, 12,0.0,5.0,13
672,Sale Sharks,3.0,3.0,3.0,100.0,4.0,4.0,100.0,1.0,0.0,0.0,13.0,148.0,117.0,398.0,0.6,5.0,14.0,5.0,90.0,94.0,0.9570000000000001,0.0,0.0,0,9.0,111,14,0.888,6.0,2.0,0.0,6.0,0,11.0,4.0,2.0,8.0,0.733,20,1,0,W Barnes,1,33 ,1.0,8.0,15
673,Worcester Warriors,2.0,1.0,2.0,50.0,5.0,7.0,71.42857142857143,0.667,0.0,0.0,13.0,106.0,96.0,325.0,0.4,2.0,14.0,8.0,69.0,72.0,0.958,0.0,0.0,0,11.0,149,15,0.9079999999999999,6.0,0.0,2.0,6.0,0,8.0,2.0,4.0,11.0,0.8,15,2,0,W Barnes,0, 27,0.0,6.0,20
674,Saracens,1.0,0.0,1.0,0.0,4.0,7.0,57.14285714285714,0.5,0.0,0.0,27.0,132.0,86.0,290.0,0.5,1.0,11.0,8.0,59.0,63.0,0.937,0.0,0.0,0,17.0,77,15,0.8370000000000001,6.0,0.0,0.0,14.0,0,14.0,1.0,0.0,4.0,0.9329999999999999,7,0,0,JP Doyle,1,17 ,1.0,6.0,14
675,Northampton Saints,1.0,1.0,1.0,100.0,3.0,4.0,75.0,0.8,0.0,0.0,28.0,95.0,76.0,330.0,0.5,4.0,15.0,10.0,54.0,58.0,0.9309999999999999,0.0,0.0,0,12.0,90,11,0.8909999999999999,14.0,0.0,0.0,6.0,0,4.0,0.0,1.0,14.0,1.0,14,0,0,JP Doyle,0, 16,0.0,14.0,7
676,Exeter Chiefs,1.0,1.0,1.0,100.0,4.0,4.0,100.0,1.25,0.0,0.0,15.0,170.0,137.0,496.0,0.25,7.0,24.0,10.0,11.0,1.0,0.903,0.0,0.0,0,17.0,50,6,0.893,5.0,1.0,2.0,5.0,0,12.0,2.0,1.0,14.0,0.857,15,0,0,GM Garner,1,19 ,0.0,6.0,13
677,Northampton Saints,3.0,3.0,3.0,100.0,3.0,4.0,75.0,0.857,0.0,0.0,26.0,76.0,60.0,162.0,0.75,2.0,6.0,6.0,47.0,49.0,0.9590000000000001,0.0,0.0,0,10.0,133,24,0.847,5.0,2.0,1.0,5.0,0,14.0,1.0,2.0,12.0,0.9329999999999999,13,1,0,GM Garner,0, 30,1.0,7.0,15
678,London Welsh,2.0,2.0,2.0,100.0,4.0,4.0,100.0,1.0,0.0,0.0,20.0,106.0,81.0,308.0,0.33,9.0,11.0,11.0,59.0,64.0,0.922,0.0,0.0,0,14.0,125,23,0.845,8.0,1.0,1.0,5.0,0,15.0,0.0,0.0,8.0,1.0,9,2,0,LAG Roberts,1,26 ,0.0,9.0,12
679,Harlequins,4.0,4.0,4.0,100.0,1.0,3.0,33.33333333333333,0.7140000000000001,0.0,0.0,18.0,180.0,139.0,555.0,0.67,15.0,23.0,21.0,94.0,98.0,0.9590000000000001,0.0,0.0,0,14.0,78,11,0.8759999999999999,5.0,1.0,1.0,8.0,0,8.0,0.0,0.0,15.0,1.0,12,1,0,LAG Roberts,0, 31,1.0,6.0,9
680,Wasps,2.0,2.0,2.0,100.0,5.0,8.0,62.5,0.7,0.0,0.0,31.0,141.0,100.0,362.0,0.5,2.0,11.0,10.0,75.0,78.0,0.9620000000000001,0.0,0.0,0,8.0,86,13,0.8690000000000001,8.0,1.0,1.0,3.0,0,12.0,2.0,0.0,15.0,0.857,10,1,0,A Small,1,29 ,1.0,9.0,13
681,Bath Rugby,2.0,1.0,2.0,50.0,1.0,2.0,50.0,0.5,0.0,0.0,24.0,131.0,84.0,367.0,0.5,3.0,13.0,2.0,71.0,77.0,0.922,0.0,0.0,0,14.0,87,11,0.888,3.0,1.0,1.0,8.0,0,15.0,0.0,2.0,12.0,1.0,13,2,0,A Small,0, 15,0.0,4.0,10
682,Gloucester Rugby,0.0,0.0,0.0,0.0,4.0,6.0,66.66666666666666,0.667,0.0,0.0,23.0,120.0,94.0,329.0,0.0,4.0,15.0,12.0,68.0,72.0,0.9440000000000001,0.0,0.0,0,19.0,96,10,0.9059999999999999,7.0,0.0,1.0,6.0,0,13.0,3.0,2.0,9.0,0.812,11,1,0,DM Rose,1,12 ,0.0,7.0,13
683,London Irish,2.0,1.0,2.0,50.0,2.0,4.0,50.0,0.5,0.0,0.0,25.0,113.0,90.0,287.0,1.0,2.0,10.0,9.0,68.0,69.0,0.986,0.0,0.0,0,11.0,94,15,0.862,6.0,1.0,0.0,7.0,0,9.0,2.0,3.0,13.0,0.818,13,0,0,DM Rose,0, 18,1.0,7.0,11
684,Saracens,2.0,2.0,2.0,100.0,6.0,6.0,100.0,1.0,0.0,0.0,26.0,103.0,70.0,259.0,1.0,9.0,13.0,9.0,43.0,46.0,0.935,0.0,0.0,0,13.0,123,13,0.904,12.0,1.0,1.0,6.0,0,13.0,1.0,1.0,12.0,0.929,13,0,0,T Wigglesworth,1,32 ,1.0,13.0,15
685,Sale Sharks,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,25.0,140.0,101.0,240.0,0.0,3.0,13.0,7.0,80.0,83.0,0.9640000000000001,0.0,0.0,0,17.0,64,13,0.831,6.0,1.0,1.0,12.0,0,12.0,1.0,1.0,13.0,0.9229999999999999,15,0,0,T Wigglesworth,0, 12,0.0,7.0,13
686,Worcester Warriors,1.0,0.0,1.0,0.0,3.0,6.0,50.0,0.429,0.0,0.0,18.0,141.0,123.0,400.0,0.25,6.0,22.0,10.0,90.0,96.0,0.938,0.0,0.0,0,19.0,61,7,0.897,5.0,0.0,1.0,9.0,0,11.0,2.0,2.0,12.0,0.846,13,1,0,JP Doyle,1,14 ,0.0,5.0,12
687,Leicester Tigers,3.0,2.0,3.0,66.66666666666666,0.0,3.0,0.0,0.33299999999999996,0.0,0.0,25.0,92.0,62.0,194.0,0.75,7.0,7.0,7.0,39.0,41.0,0.951,0.0,0.0,0,10.0,144,22,0.868,9.0,1.0,0.0,5.0,0,12.0,2.0,2.0,11.0,0.857,12,1,0,JP Doyle,0, 19,1.0,10.0,13
688,Bath Rugby,5.0,2.0,5.0,40.0,1.0,1.0,100.0,0.5,0.0,0.0,25.0,143.0,96.0,407.0,1.0,5.0,13.0,9.0,65.0,72.0,0.903,0.0,0.0,0,10.0,101,10,0.91,6.0,0.0,2.0,1.0,0,13.0,5.0,4.0,15.0,0.722,16,1,0,W Barnes,1,32 ,1.0,6.0,14
689,Worcester Warriors,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,21.0,112.0,96.0,242.0,0.0,2.0,10.0,6.0,81.0,86.0,0.9420000000000001,0.0,0.0,0,13.0,86,13,0.8690000000000001,1.0,2.0,0.0,6.0,0,15.0,4.0,5.0,13.0,0.789,14,3,0,W Barnes,0, 9,0.0,3.0,16
690,Harlequins,1.0,1.0,1.0,100.0,3.0,6.0,50.0,0.5710000000000001,0.0,0.0,22.0,176.0,131.0,354.0,0.33,6.0,21.0,7.0,97.0,10.0,0.96,0.0,0.0,0,12.0,54,4,0.9309999999999999,5.0,0.0,2.0,5.0,0,13.0,2.0,1.0,11.0,0.867,10,0,0,JP Doyle,1,16 ,0.0,5.0,19
691,Wasps,2.0,2.0,2.0,100.0,1.0,4.0,25.0,0.5,0.0,0.0,20.0,92.0,68.0,302.0,0.67,4.0,5.0,7.0,36.0,39.0,0.9229999999999999,0.0,0.0,0,9.0,148,21,0.8759999999999999,5.0,2.0,0.0,5.0,0,11.0,1.0,2.0,13.0,0.917,19,1,0,JP Doyle,0, 17,1.0,7.0,10
692,Leicester Tigers,3.0,2.0,3.0,66.66666666666666,3.0,4.0,75.0,0.7140000000000001,0.0,0.0,27.0,126.0,102.0,306.0,1.0,5.0,15.0,11.0,78.0,81.0,0.963,0.0,0.0,0,15.0,100,6,0.943,6.0,1.0,2.0,8.0,0,11.0,0.0,4.0,8.0,1.0,11,1,0,T Wigglesworth,1,28 ,1.0,7.0,15
693,London Welsh,0.0,0.0,0.0,0.0,4.0,6.0,66.66666666666666,0.667,0.0,0.0,23.0,107.0,95.0,319.0,0.0,2.0,6.0,12.0,76.0,81.0,0.938,0.0,0.0,0,12.0,107,15,0.877,8.0,2.0,1.0,6.0,0,8.0,4.0,0.0,11.0,0.667,15,1,0,T Wigglesworth,0, 12,0.0,10.0,11
694,London Irish,2.0,2.0,2.0,100.0,5.0,7.0,71.42857142857143,0.778,0.0,0.0,44.0,70.0,75.0,287.0,0.67,4.0,12.0,8.0,55.0,55.0,1.0,0.0,0.0,0,8.0,101,17,0.856,8.0,1.0,2.0,6.0,0,12.0,3.0,0.0,11.0,0.8,10,0,0,A Small,1,29 ,1.0,9.0,9
695,Saracens,1.0,1.0,1.0,100.0,3.0,4.0,75.0,0.8,0.0,0.0,29.0,137.0,100.0,338.0,0.33,3.0,17.0,11.0,73.0,76.0,0.961,0.0,0.0,0,20.0,88,12,0.88,6.0,2.0,1.0,8.0,0,11.0,0.0,3.0,12.0,1.0,9,0,0,A Small,0, 16,0.0,8.0,10
696,Northampton Saints,1.0,0.0,1.0,0.0,2.0,3.0,66.66666666666666,0.5,0.0,0.0,26.0,164.0,106.0,422.0,0.33,3.0,10.0,6.0,78.0,84.0,0.929,0.0,0.0,0,14.0,81,11,0.88,6.0,1.0,1.0,5.0,0,13.0,1.0,3.0,11.0,0.929,14,2,0,M Fox,1,11 ,0.0,7.0,11
697,Gloucester Rugby,2.0,1.0,2.0,50.0,5.0,5.0,100.0,0.857,0.0,0.0,30.0,63.0,71.0,391.0,0.67,4.0,10.0,3.0,54.0,57.0,0.9470000000000001,0.0,0.0,0,14.0,108,10,0.915,5.0,1.0,1.0,6.0,0,11.0,3.0,1.0,13.0,0.7859999999999999,11,1,0,M Fox,0, 27,1.0,6.0,14
698,Sale Sharks,2.0,1.0,2.0,50.0,2.0,4.0,50.0,0.5,1.0,0.0,27.0,124.0,75.0,267.0,0.67,4.0,8.0,4.0,59.0,63.0,0.937,0.0,0.0,0,15.0,104,10,0.912,7.0,0.0,0.0,6.0,0,15.0,0.0,3.0,13.0,1.0,12,1,0,GM Garner,1,21 ,1.0,7.0,13
699,Exeter Chiefs,1.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,24.0,125.0,100.0,429.0,0.33,4.0,10.0,10.0,72.0,74.0,0.973,0.0,0.0,0,12.0,89,8,0.9179999999999999,6.0,0.0,0.0,7.0,0,13.0,3.0,0.0,15.0,0.812,13,1,0,GM Garner,0, 16,0.0,6.0,12
