Unnamed:_0,Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,%Rucks_Won,Mauls_Won,Total_Mauls,%Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,%Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,%Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
465,7,5.0,4.0,5.0,80.0,0.0,1.0,0.0,0.67,0.0,0.0,16.0,150.0,114.0,362.0,0.5,9.0,32.0,20.0,70.0,70.0,1.0,0.0,0.0,0,11.0,108,29,0.79,2.0,2.0,2.0,0.0,0.5,17.0,1.0,1.0,14.0,0.944,10,0,0,0,0,33,0.0,4.0,14
466,6,6.0,3.0,6.0,50.0,3.0,4.0,75.0,0.6,0.0,0.0,21.0,182.0,148.0,453.0,0.6,19.0,29.0,17.0,95.0,98.0,0.969,4.0,4.0,1,11.0,106,17,0.86,8.0,0.0,1.0,5.0,1.0,12.0,0.0,3.0,8.0,1.0,7,0,0,5,1,45,1.0,8.0,13
467,11,2.0,1.0,2.0,50.0,1.0,1.0,100.0,0.67,0.0,0.0,12.0,116.0,94.0,269.0,0.4,7.0,17.0,8.0,69.0,72.0,0.958,5.0,6.0,0,18.0,150,29,0.84,5.0,1.0,0.0,8.0,0.833,8.0,3.0,0.0,12.0,0.727,13,1,0,5,0,15,0.0,6.0,7
468,8,2.0,2.0,2.0,100.0,3.0,4.0,75.0,0.83,0.0,0.0,12.0,143.0,108.0,397.0,0.61,1.0,4.0,5.0,77.0,79.0,0.975,4.0,5.0,0,10.0,61,14,0.81,5.0,1.0,3.0,4.0,0.833,9.0,1.0,3.0,10.0,0.9,18,2,0,4,1,23,0.0,6.0,9
469,3,4.0,3.0,4.0,75.0,6.0,6.0,100.0,0.9,0.0,0.0,11.0,80.0,63.0,401.0,0.39,9.0,14.0,7.0,41.0,43.0,0.953,8.0,9.0,0,16.0,117,4,0.97,4.0,3.0,1.0,5.0,0.5710000000000001,10.0,3.0,1.0,9.0,0.769,9,0,0,4,0,44,1.0,7.0,18
470,4,5.0,4.0,5.0,80.0,2.0,2.0,100.0,0.86,0.0,0.0,21.0,97.0,67.0,368.0,0.38,9.0,13.0,9.0,45.0,50.0,0.9,3.0,5.0,0,19.0,128,19,0.87,7.0,0.0,0.0,7.0,1.0,12.0,0.0,1.0,20.0,1.0,17,1,0,7,1,39,1.0,7.0,10
471,9,2.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,19.0,176.0,119.0,340.0,0.62,3.0,19.0,17.0,87.0,93.0,0.935,8.0,9.0,0,14.0,68,13,0.84,7.0,0.0,0.0,7.0,1.0,20.0,1.0,0.0,12.0,0.952,10,0,0,7,0,17,0.0,7.0,17
472,3,1.0,0.0,1.0,0.0,2.0,4.0,50.0,0.4,0.0,2.0,22.0,137.0,90.0,423.0,0.64,1.0,7.0,3.0,58.0,60.0,0.967,5.0,5.0,1,10.0,61,5,0.92,14.0,3.0,1.0,5.0,0.8240000000000001,9.0,2.0,1.0,11.0,0.818,6,0,0,5,1,11,0.0,17.0,15
473,2,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,26.0,67.0,53.0,211.0,0.36,2.0,5.0,2.0,36.0,41.0,0.878,4.0,7.0,0,12.0,87,7,0.93,5.0,1.0,3.0,14.0,0.833,11.0,1.0,2.0,9.0,0.917,15,1,0,5,0,12,1.0,6.0,6
474,11,2.0,0.0,3.0,0.0,1.0,1.0,100.0,0.25,0.0,0.0,15.0,197.0,126.0,542.0,0.3,11.0,20.0,6.0,96.0,10.0,0.95,0.0,0.0,0,22.0,58,17,0.77,5.0,2.0,0.0,9.0,0.7140000000000001,17.0,1.0,2.0,13.0,0.944,8,0,0,6,1,13,0.0,7.0,12
475,1,1.0,0.0,1.0,0.0,3.0,4.0,75.0,0.6,0.0,0.0,31.0,91.0,69.0,276.0,0.7,11.0,17.0,9.0,42.0,44.0,0.955,0.0,0.0,0,14.0,142,20,0.88,9.0,0.0,2.0,5.0,1.0,13.0,2.0,1.0,17.0,0.867,12,2,0,6,0,14,1.0,9.0,8
476,9,3.0,1.0,3.0,33.33333333333333,2.0,2.0,100.0,0.6,0.0,0.0,14.0,156.0,143.0,567.0,1.0,17.0,30.0,16.0,70.0,78.0,0.897,0.0,0.0,0,25.0,77,6,0.93,13.0,1.0,0.0,9.0,0.929,13.0,1.0,3.0,8.0,0.929,10,0,0,2,1,23,1.0,14.0,16
477,8,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.75,0.0,0.0,19.0,87.0,88.0,256.0,0.0,3.0,6.0,10.0,48.0,54.0,0.889,0.0,0.0,0,23.0,125,29,0.81,9.0,0.0,1.0,13.0,1.0,8.0,3.0,1.0,13.0,0.727,16,1,0,2,0,9,0.0,9.0,10
478,5,3.0,1.0,3.0,33.33333333333333,1.0,3.0,33.33333333333333,0.33,0.0,0.0,12.0,129.0,100.0,295.0,0.43,4.0,15.0,9.0,77.0,79.0,0.975,0.0,0.0,0,9.0,103,10,0.91,6.0,2.0,0.0,3.0,0.75,11.0,1.0,1.0,15.0,0.917,13,1,0,3,1,20,0.0,8.0,10
479,4,4.0,3.0,4.0,75.0,2.0,3.0,66.66666666666666,0.71,0.0,1.0,20.0,92.0,76.0,228.0,0.57,3.0,10.0,4.0,56.0,60.0,0.933,0.0,0.0,0,12.0,125,15,0.89,3.0,0.0,2.0,6.0,1.0,15.0,1.0,1.0,11.0,0.938,10,1,0,3,0,32,1.0,3.0,13
480,0,2.0,0.0,2.0,0.0,2.0,4.0,50.0,0.33,0.0,0.0,26.0,159.0,112.0,449.0,0.45,5.0,9.0,14.0,72.0,76.0,0.947,4.0,5.0,0,15.0,153,21,0.88,6.0,0.0,1.0,4.0,1.0,13.0,2.0,1.0,8.0,0.867,10,0,0,0,1,16,0.0,6.0,16
481,6,1.0,1.0,1.0,100.0,5.0,5.0,100.0,1.0,0.0,0.0,30.0,135.0,120.0,352.0,0.55,8.0,21.0,8.0,99.0,10.0,0.971,3.0,3.0,1,13.0,110,9,0.92,4.0,1.0,0.0,6.0,0.8,8.0,1.0,2.0,13.0,0.889,16,2,0,0,0,22,1.0,5.0,10
482,7,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,27.0,125.0,106.0,300.0,0.57,3.0,20.0,10.0,74.0,79.0,0.937,7.0,8.0,0,10.0,83,9,0.9,3.0,0.0,2.0,5.0,1.0,22.0,1.0,0.0,5.0,0.957,14,0,0,7,1,12,0.0,3.0,13
483,12,1.0,0.0,1.0,0.0,4.0,6.0,66.66666666666666,0.57,0.0,0.0,30.0,95.0,83.0,339.0,0.43,5.0,9.0,6.0,57.0,61.0,0.934,2.0,2.0,1,11.0,105,20,0.84,5.0,2.0,0.0,3.0,0.7140000000000001,5.0,0.0,1.0,22.0,1.0,13,0,0,7,0,17,1.0,7.0,14
484,2,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,17.0,89.0,58.0,228.0,0.38,8.0,13.0,6.0,39.0,47.0,0.83,7.0,9.0,0,16.0,130,20,0.87,11.0,0.0,1.0,8.0,1.0,13.0,1.0,3.0,13.0,0.929,13,0,0,0,1,12,0.0,11.0,12
485,9,4.0,2.0,4.0,50.0,1.0,1.0,100.0,0.6,0.0,0.0,14.0,150.0,129.0,480.0,0.62,10.0,20.0,13.0,85.0,93.0,0.914,4.0,7.0,0,17.0,59,13,0.82,8.0,1.0,0.0,11.0,0.889,13.0,3.0,1.0,13.0,0.812,12,1,0,0,0,27,1.0,9.0,13
486,1,1.0,0.0,1.0,0.0,4.0,6.0,66.66666666666666,0.57,0.0,0.0,13.0,140.0,95.0,455.0,0.54,2.0,15.0,7.0,63.0,66.0,0.955,2.0,3.0,0,12.0,61,12,0.84,4.0,0.0,0.0,6.0,1.0,10.0,0.0,3.0,17.0,1.0,17,2,2,7,1,17,0.0,4.0,16
487,3,2.0,1.0,2.0,50.0,2.0,3.0,66.66666666666666,0.6,0.0,1.0,12.0,92.0,62.0,322.0,0.46,7.0,12.0,6.0,39.0,44.0,0.8859999999999999,10.0,1.0,0,9.0,98,15,0.87,6.0,0.0,0.0,4.0,1.0,17.0,3.0,0.0,10.0,0.85,16,3,0,7,0,18,1.0,6.0,17
488,6,4.0,2.0,4.0,50.0,1.0,2.0,50.0,0.5,0.0,0.0,12.0,183.0,120.0,459.0,0.67,6.0,18.0,3.0,97.0,10.0,0.942,0.0,0.0,0,17.0,121,8,0.94,5.0,0.0,0.0,11.0,1.0,18.0,2.0,1.0,13.0,0.9,6,0,0,2,1,27,1.0,5.0,10
489,5,2.0,1.0,2.0,50.0,1.0,1.0,100.0,0.67,0.0,0.0,20.0,105.0,78.0,272.0,0.33,2.0,8.0,4.0,64.0,67.0,0.955,0.0,0.0,0,8.0,183,18,0.91,11.0,0.0,0.0,5.0,1.0,13.0,1.0,2.0,18.0,0.929,10,0,0,2,0,15,0.0,11.0,6
490,4,3.0,2.0,3.0,66.66666666666666,3.0,5.0,60.0,0.62,0.0,0.0,19.0,131.0,101.0,396.0,0.48,7.0,14.0,18.0,64.0,70.0,0.914,3.0,6.0,0,10.0,104,21,0.83,6.0,1.0,0.0,7.0,0.857,11.0,5.0,2.0,12.0,0.688,14,1,0,6,1,28,1.0,7.0,12
491,0,3.0,3.0,3.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,19.0,123.0,105.0,298.0,0.52,5.0,21.0,14.0,72.0,81.0,0.889,6.0,9.0,0,11.0,81,14,0.85,7.0,0.0,1.0,6.0,1.0,12.0,2.0,5.0,11.0,0.857,12,0,0,6,0,24,0.0,7.0,14
492,12,4.0,2.0,4.0,50.0,3.0,5.0,60.0,0.56,0.0,0.0,18.0,147.0,93.0,352.0,0.44,6.0,18.0,10.0,63.0,63.0,1.0,0.0,0.0,0,10.0,94,19,0.83,7.0,0.0,0.0,8.0,1.0,8.0,1.0,1.0,5.0,0.889,3,0,0,1,1,33,0.0,7.0,15
493,11,5.0,5.0,5.0,100.0,1.0,2.0,50.0,0.86,0.0,0.0,13.0,114.0,84.0,381.0,0.56,12.0,19.0,7.0,59.0,63.0,0.937,0.0,0.0,0,8.0,91,18,0.83,8.0,0.0,0.0,7.0,1.0,5.0,1.0,1.0,8.0,0.833,15,1,0,1,0,38,1.0,8.0,3
494,8,6.0,5.0,5.0,100.0,0.0,1.0,0.0,0.83,0.0,0.0,23.0,114.0,90.0,364.0,1.0,7.0,10.0,13.0,51.0,55.0,0.927,0.0,0.0,0,14.0,187,24,0.89,6.0,1.0,1.0,3.0,0.857,10.0,1.0,1.0,15.0,0.909,15,0,0,3,1,40,1.0,7.0,7
495,7,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,16.0,224.0,175.0,548.0,0.0,9.0,24.0,22.0,11.0,1.0,0.959,0.0,0.0,0,18.0,78,10,0.89,3.0,1.0,1.0,6.0,0.75,15.0,1.0,1.0,10.0,0.938,7,0,0,3,0,12,0.0,4.0,15
496,3,4.0,3.0,4.0,75.0,2.0,2.0,100.0,0.83,0.0,0.0,17.0,161.0,134.0,456.0,0.57,14.0,35.0,18.0,76.0,79.0,0.962,0.0,0.0,0,12.0,95,26,0.79,6.0,2.0,3.0,1.0,0.75,9.0,2.0,1.0,14.0,0.818,12,1,0,6,1,32,1.0,8.0,11
497,12,3.0,1.0,3.0,33.33333333333333,1.0,4.0,25.0,0.29,0.0,0.0,18.0,155.0,122.0,568.0,0.43,15.0,26.0,12.0,58.0,60.0,0.967,0.0,0.0,0,19.0,105,35,0.75,1.0,3.0,2.0,6.0,0.25,14.0,1.0,2.0,9.0,0.933,11,1,0,6,0,20,0.0,4.0,12
498,11,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,14.0,135.0,88.0,357.0,0.2,3.0,12.0,10.0,62.0,66.0,0.939,0.0,0.0,0,13.0,148,27,0.85,5.0,1.0,1.0,9.0,0.833,10.0,2.0,1.0,9.0,0.833,4,0,0,5,1,12,0.0,6.0,7
499,2,8.0,6.0,8.0,75.0,0.0,0.0,0.0,0.75,1.0,0.0,18.0,149.0,146.0,544.0,0.8,14.0,27.0,15.0,10.0,1.0,0.972,0.0,0.0,0,13.0,104,12,0.9,9.0,1.0,1.0,5.0,0.9,9.0,1.0,2.0,10.0,0.9,7,0,0,5,0,55,1.0,10.0,4
500,9,2.0,1.0,2.0,50.0,4.0,5.0,80.0,0.71,0.0,1.0,13.0,124.0,100.0,422.0,0.62,6.0,23.0,12.0,70.0,75.0,0.933,4.0,7.0,0,13.0,57,7,0.89,12.0,2.0,1.0,7.0,0.857,9.0,2.0,2.0,9.0,0.818,13,1,0,7,1,24,1.0,14.0,18
501,6,2.0,2.0,2.0,100.0,2.0,2.0,100.0,1.0,0.0,0.0,9.0,80.0,57.0,221.0,0.38,5.0,7.0,6.0,42.0,43.0,0.977,3.0,4.0,0,15.0,107,23,0.82,7.0,1.0,2.0,12.0,0.875,9.0,2.0,2.0,9.0,0.818,18,2,0,7,0,20,0.0,8.0,13
502,5,5.0,5.0,5.0,100.0,1.0,1.0,100.0,1.0,0.0,1.0,16.0,135.0,124.0,470.0,0.5,10.0,24.0,17.0,80.0,86.0,0.93,6.0,7.0,0,15.0,130,22,0.86,7.0,0.0,1.0,2.0,1.0,8.0,0.0,2.0,11.0,1.0,10,3,0,0,1,38,1.0,7.0,8
503,1,3.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,13.0,204.0,132.0,532.0,0.5,5.0,22.0,21.0,84.0,90.0,0.933,1.0,3.0,0,21.0,129,24,0.84,2.0,1.0,0.0,7.0,0.667,11.0,2.0,0.0,8.0,0.846,8,0,0,0,0,30,0.0,3.0,10
504,0,5.0,4.0,5.0,80.0,1.0,2.0,50.0,0.71,0.0,0.0,23.0,122.0,122.0,480.0,0.54,10.0,17.0,14.0,76.0,82.0,0.927,10.0,1.0,0,16.0,101,16,0.86,6.0,2.0,1.0,4.0,0.75,15.0,0.0,3.0,13.0,1.0,10,1,0,1,1,36,1.0,8.0,15
505,8,3.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,123.0,105.0,432.0,0.46,12.0,16.0,13.0,69.0,71.0,0.972,5.0,5.0,1,17.0,119,17,0.88,4.0,1.0,2.0,6.0,0.8,13.0,3.0,0.0,15.0,0.812,15,0,0,1,0,21,0.0,5.0,10
506,7,2.0,1.0,2.0,50.0,2.0,3.0,66.66666666666666,0.6,0.0,0.0,31.0,126.0,100.0,320.0,0.5,6.0,17.0,11.0,67.0,70.0,0.957,0.0,0.0,0,8.0,99,17,0.85,5.0,1.0,2.0,4.0,0.833,13.0,4.0,2.0,11.0,0.765,9,0,0,2,1,18,0.0,6.0,13
507,4,2.0,2.0,2.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,33.0,102.0,92.0,355.0,0.5,3.0,17.0,7.0,64.0,69.0,0.928,0.0,0.0,0,9.0,88,17,0.84,4.0,2.0,1.0,5.0,0.667,11.0,2.0,4.0,13.0,0.846,13,1,0,2,0,23,1.0,6.0,9
508,2,3.0,2.0,3.0,66.66666666666666,1.0,1.0,100.0,0.75,0.0,0.0,17.0,127.0,96.0,419.0,0.52,9.0,15.0,15.0,59.0,62.0,0.952,8.0,8.0,1,15.0,70,20,0.78,6.0,1.0,1.0,7.0,0.857,10.0,1.0,4.0,12.0,0.909,16,1,0,1,1,22,0.0,7.0,9
509,6,6.0,6.0,6.0,100.0,0.0,3.0,0.0,0.67,0.0,0.0,18.0,109.0,79.0,396.0,0.48,11.0,20.0,13.0,50.0,50.0,1.0,4.0,4.0,1,12.0,83,15,0.85,7.0,1.0,1.0,6.0,0.875,12.0,4.0,1.0,10.0,0.75,9,0,0,1,0,42,1.0,8.0,16
510,3,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.83,0.0,3.0,19.0,134.0,72.0,254.0,0.46,3.0,18.0,5.0,62.0,63.0,0.984,3.0,5.0,0,9.0,107,10,0.91,6.0,1.0,2.0,5.0,0.857,8.0,3.0,1.0,11.0,0.727,13,1,0,6,1,19,3.0,7.0,8
511,0,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.83,0.0,1.0,27.0,108.0,91.0,232.0,0.54,4.0,10.0,9.0,74.0,74.0,1.0,5.0,6.0,0,9.0,78,18,0.81,5.0,2.0,1.0,6.0,0.7140000000000001,11.0,1.0,3.0,8.0,0.917,8,1,0,6,0,19,3.0,7.0,13
512,11,2.0,2.0,2.0,100.0,5.0,5.0,100.0,1.0,0.0,0.0,22.0,91.0,80.0,316.0,0.37,10.0,9.0,10.0,44.0,48.0,0.917,3.0,6.0,0,7.0,139,33,0.81,6.0,2.0,0.0,6.0,0.75,11.0,2.0,3.0,16.0,0.846,17,1,0,2,1,29,0.0,8.0,9
513,9,4.0,2.0,4.0,50.0,2.0,2.0,100.0,0.67,0.0,0.0,14.0,148.0,141.0,520.0,0.63,11.0,33.0,17.0,86.0,93.0,0.925,8.0,9.0,0,19.0,72,9,0.89,6.0,0.0,2.0,6.0,1.0,16.0,3.0,2.0,11.0,0.8420000000000001,9,0,0,2,0,30,1.0,6.0,17
514,1,5.0,2.0,5.0,40.0,3.0,3.0,100.0,0.62,0.0,0.0,13.0,83.0,90.0,441.0,0.56,8.0,14.0,11.0,57.0,64.0,0.8909999999999999,0.0,0.0,0,19.0,118,28,0.81,5.0,1.0,1.0,9.0,0.833,12.0,2.0,0.0,6.0,0.857,10,1,0,14,1,38,1.0,6.0,10
515,8,4.0,2.0,4.0,50.0,2.0,2.0,100.0,0.67,0.0,0.0,17.0,134.0,109.0,408.0,0.44,9.0,28.0,11.0,76.0,78.0,0.974,0.0,0.0,0,16.0,97,14,0.87,9.0,1.0,1.0,5.0,0.9,6.0,0.0,2.0,12.0,1.0,10,0,0,14,0,30,0.0,10.0,10
516,5,6.0,4.0,6.0,66.66666666666666,2.0,2.0,100.0,0.75,0.0,0.0,25.0,128.0,127.0,525.0,0.55,18.0,23.0,18.0,63.0,65.0,0.969,0.0,0.0,0,13.0,115,14,0.89,3.0,1.0,0.0,6.0,0.75,12.0,1.0,1.0,10.0,0.923,9,2,0,5,1,44,1.0,4.0,9
517,7,5.0,5.0,5.0,100.0,1.0,2.0,50.0,0.86,0.0,0.0,21.0,155.0,130.0,452.0,0.45,8.0,14.0,9.0,75.0,79.0,0.949,0.0,0.0,0,10.0,107,22,0.83,6.0,0.0,1.0,3.0,1.0,10.0,1.0,1.0,12.0,0.909,9,1,0,5,0,38,0.0,6.0,9
518,4,6.0,4.0,6.0,66.66666666666666,2.0,2.0,100.0,0.75,0.0,0.0,20.0,116.0,98.0,427.0,0.67,12.0,24.0,14.0,65.0,66.0,0.985,0.0,0.0,0,11.0,70,27,0.72,7.0,1.0,3.0,6.0,0.875,8.0,0.0,0.0,14.0,1.0,16,3,0,7,1,44,1.0,8.0,7
519,12,3.0,1.0,3.0,33.33333333333333,1.0,1.0,100.0,0.5,0.0,0.0,24.0,81.0,69.0,373.0,0.33,9.0,27.0,6.0,51.0,55.0,0.927,0.0,0.0,0,16.0,104,24,0.81,6.0,3.0,1.0,7.0,0.667,14.0,0.0,0.0,8.0,1.0,7,1,0,7,0,20,0.0,9.0,16
520,9,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.83,0.0,1.0,21.0,147.0,145.0,381.0,0.5,4.0,17.0,17.0,88.0,90.0,0.978,5.0,5.0,1,16.0,143,39,0.79,10.0,0.0,1.0,6.0,1.0,9.0,2.0,5.0,8.0,0.818,9,0,0,0,1,19,1.0,10.0,12
521,3,1.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,1.0,13.0,168.0,132.0,503.0,0.5,8.0,39.0,14.0,89.0,97.0,0.918,2.0,5.0,0,20.0,142,17,0.89,6.0,1.0,0.0,10.0,0.857,8.0,5.0,2.0,9.0,0.615,12,1,0,0,0,16,0.0,7.0,9
522,6,4.0,4.0,4.0,100.0,1.0,2.0,50.0,0.83,0.0,0.0,28.0,187.0,152.0,557.0,0.5,8.0,24.0,15.0,10.0,1.0,0.973,0.0,0.0,0,15.0,77,16,0.83,5.0,0.0,1.0,7.0,1.0,15.0,2.0,4.0,11.0,0.882,8,0,0,4,1,31,1.0,5.0,12
523,4,4.0,2.0,4.0,50.0,1.0,1.0,100.0,0.6,0.0,0.0,28.0,71.0,70.0,420.0,0.5,8.0,16.0,8.0,49.0,50.0,0.98,0.0,0.0,0,12.0,177,24,0.88,7.0,1.0,0.0,5.0,0.875,11.0,4.0,2.0,15.0,0.733,12,1,1,4,0,27,0.0,8.0,8
524,8,3.0,2.0,3.0,66.66666666666666,1.0,4.0,25.0,0.43,0.0,0.0,24.0,94.0,62.0,317.0,0.6,5.0,14.0,6.0,52.0,52.0,1.0,0.0,0.0,0,8.0,104,16,0.87,7.0,1.0,1.0,4.0,0.875,8.0,1.0,3.0,13.0,0.889,11,0,0,11,1,22,1.0,8.0,8
525,2,2.0,2.0,2.0,100.0,2.0,3.0,66.66666666666666,0.8,0.0,1.0,20.0,85.0,77.0,231.0,0.4,7.0,16.0,6.0,66.0,67.0,0.985,0.0,0.0,0,8.0,80,14,0.85,4.0,1.0,1.0,7.0,0.8,13.0,3.0,1.0,8.0,0.812,8,0,0,11,0,20,0.0,5.0,11
526,7,1.0,1.0,1.0,100.0,2.0,2.0,100.0,1.0,0.0,0.0,37.0,151.0,103.0,475.0,0.25,6.0,24.0,15.0,75.0,77.0,0.974,0.0,0.0,0,12.0,100,25,0.8,8.0,0.0,1.0,4.0,1.0,15.0,5.0,2.0,14.0,0.75,12,0,0,10,1,13,0.0,8.0,10
527,11,3.0,1.0,3.0,33.33333333333333,2.0,3.0,66.66666666666666,0.5,0.0,0.0,34.0,111.0,105.0,429.0,0.75,7.0,25.0,13.0,65.0,66.0,0.985,0.0,0.0,0,14.0,86,24,0.78,4.0,1.0,0.0,8.0,0.8,14.0,2.0,5.0,15.0,0.875,10,0,0,10,0,23,1.0,5.0,12
528,0,11.0,8.0,11.0,72.72727272727273,1.0,1.0,100.0,0.75,0.0,0.0,22.0,133.0,101.0,498.0,0.6,11.0,18.0,15.0,57.0,59.0,0.966,12.0,1.0,0,14.0,47,4,0.92,7.0,1.0,4.0,3.0,0.875,16.0,2.0,1.0,8.0,0.889,4,0,0,3,1,74,1.0,8.0,14
529,5,2.0,0.0,2.0,0.0,1.0,1.0,100.0,0.33,0.0,0.0,14.0,99.0,58.0,228.0,0.4,5.0,4.0,5.0,38.0,40.0,0.95,2.0,2.0,1,17.0,77,18,0.81,3.0,4.0,1.0,7.0,0.429,8.0,1.0,2.0,16.0,0.889,14,2,0,3,0,13,0.0,7.0,4
530,12,3.0,2.0,3.0,66.66666666666666,3.0,3.0,100.0,0.83,0.0,0.0,18.0,105.0,83.0,427.0,0.43,5.0,19.0,6.0,57.0,60.0,0.95,0.0,0.0,0,14.0,91,16,0.85,5.0,1.0,0.0,1.0,0.833,14.0,3.0,2.0,8.0,0.8240000000000001,6,0,0,1,1,28,1.0,6.0,17
531,1,4.0,2.0,4.0,50.0,1.0,2.0,50.0,0.5,0.0,1.0,21.0,106.0,91.0,553.0,0.57,7.0,16.0,7.0,62.0,63.0,0.984,0.0,0.0,0,10.0,92,19,0.83,1.0,0.0,1.0,5.0,1.0,8.0,2.0,3.0,14.0,0.8,17,2,0,1,0,27,0.0,1.0,6
532,5,5.0,3.0,5.0,60.0,3.0,3.0,100.0,0.75,0.0,0.0,23.0,121.0,85.0,510.0,0.5,12.0,15.0,12.0,54.0,58.0,0.931,0.0,0.0,0,11.0,120,17,0.8759999999999999,4.0,1.0,2.0,2.0,0.8,8.0,0.0,2.0,13.0,1.0,14,0,0,4,1,40,0.0,5.0,7
533,9,5.0,4.0,5.0,80.0,3.0,3.0,100.0,0.875,0.0,0.0,18.0,149.0,128.0,600.0,0.5,5.0,17.0,19.0,87.0,91.0,0.956,0.0,0.0,0,16.0,74,15,0.8320000000000001,2.0,2.0,1.0,4.0,0.5,13.0,2.0,0.0,8.0,0.867,7,0,0,4,0,42,1.0,4.0,14
534,11,6.0,2.0,6.0,33.33333333333333,3.0,3.0,100.0,0.556,0.0,0.0,21.0,136.0,109.0,389.0,1.0,11.0,13.0,9.0,82.0,85.0,0.965,0.0,0.0,0,17.0,69,16,0.812,7.0,2.0,3.0,9.0,0.778,7.0,2.0,6.0,10.0,0.778,10,0,0,2,1,43,1.0,9.0,10
535,2,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,13.0,93.0,79.0,338.0,0.0,5.0,16.0,11.0,47.0,50.0,0.94,0.0,0.0,0,18.0,118,12,0.908,9.0,3.0,2.0,7.0,0.75,10.0,6.0,2.0,7.0,0.625,10,0,0,2,0,6,0.0,12.0,10
536,1,1.0,1.0,1.0,100.0,4.0,4.0,100.0,1.0,0.0,0.0,17.0,121.0,79.0,261.0,0.25,4.0,7.0,4.0,68.0,70.0,0.971,0.0,0.0,0,14.0,70,8,0.897,7.0,1.0,2.0,6.0,0.875,13.0,3.0,0.0,9.0,0.812,8,0,0,15,1,19,0.0,8.0,16
537,0,3.0,3.0,3.0,100.0,1.0,2.0,50.0,0.8,0.0,0.0,15.0,113.0,73.0,314.0,0.75,5.0,8.0,13.0,48.0,52.0,0.923,0.0,0.0,0,11.0,92,7,0.929,6.0,2.0,1.0,7.0,0.75,9.0,0.0,3.0,13.0,1.0,16,2,0,15,0,24,1.0,8.0,8
538,12,1.0,0.0,1.0,0.0,6.0,7.0,85.71428571428571,0.75,0.0,1.0,14.0,124.0,107.0,361.0,1.0,3.0,8.0,4.0,91.0,93.0,0.978,0.0,0.0,0,9.0,41,1,0.976,4.0,0.0,0.0,6.0,1.0,9.0,2.0,2.0,11.0,0.818,16,1,0,3,1,23,0.0,4.0,11
539,3,0.0,0.0,0.0,0.0,8.0,8.0,100.0,1.0,0.0,0.0,23.0,63.0,45.0,202.0,0.0,1.0,1.0,3.0,31.0,33.0,0.939,0.0,0.0,0,7.0,136,8,0.944,6.0,0.0,0.0,4.0,1.0,11.0,2.0,2.0,9.0,0.846,11,2,0,3,0,24,1.0,6.0,16
540,4,4.0,4.0,4.0,100.0,4.0,4.0,100.0,1.0,0.0,0.0,35.0,153.0,119.0,506.0,1.0,9.0,7.0,16.0,69.0,71.0,0.972,0.0,0.0,0,9.0,116,15,0.885,7.0,0.0,1.0,7.0,1.0,9.0,1.0,2.0,15.0,0.9,13,2,0,0,1,40,1.0,7.0,11
541,8,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0.25,0.0,0.0,25.0,163.0,121.0,306.0,0.0,1.0,15.0,17.0,82.0,88.0,0.932,0.0,0.0,0,16.0,84,7,0.923,7.0,1.0,0.0,7.0,0.875,15.0,2.0,1.0,9.0,0.882,11,1,0,0,0,3,0.0,8.0,13
