Clock,TimeLeft,PhaseID,PhaseTime,PhaseName,RucksNo,PosGainline,NegGainline,Linebreak,LineBreakPrevPhase,rdNear,rdRuck,rdFar,rdMiddle,rsSlow,rsMedium,rsFast,KickTotal,KickedInfield,KickedtoTouch,turnoverTot,turnoverKick,turnoverContact,fromTurnover,penFK,penContact,Tries,TryTotal,PenTotal,TotDraPoss,TotOppPoss,TotDraLineB,TotAwayLineBreaks,DragScore,AwayScore
3.475972917,80,64,0.925347143,BALL IN PLAY,4,0,0,1,RD - Near,2,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.660268606,0.547609042,0,0,0,0
4.791436913,80,98,1.135730486,BALL IN PLAY,6,0,0,0,,2,2,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0.660268606,0.772928171,0,1,0,0
5.299247007,80,144,0.205474042,BALL IN PLAY,1,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.261614557,1.374274121,0,1,0,0
7.369143222,80,152,1.823968218,BALL IN PLAY,12,0,0,1,RD - Middle,2,5,2,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1.563080437,1.374274121,0,1,0,0
10.25115166,80,256,0.254957345,BALL IN PLAY,2,0,0,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.821661685,2.679363905,0,2,0,0
12.02029648,80,276,0.728271779,BALL IN PLAY,3,0,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.549933464,2.679363905,0,2,3,0
13.03616834,80,309,0.605365446,BALL IN PLAY,5,0,0,0,,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.15529891,2.679363905,0,2,3,0
14.17933087,80,342,0.538588966,BALL IN PLAY,2,0,0,0,,1,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,4.15529891,3.28472935,0,2,3,0
14.68015392,80,371,0.288562715,BALL IN PLAY,2,0,0,1,From Scrum ,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.389074829,3.51850527,0,3,3,0
15.92790395,80,385,0.111759986,BALL IN PLAY,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.389074829,3.618422718,0,3,3,0
18.85248331,80,411,0.222169794,BALL IN PLAY,2,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.389074829,3.718340166,0,3,3,0
20.88506423,80,422,1.396122381,BALL IN PLAY,6,0,0,1,RD - Middle,1,2,1,2,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,4.389074829,3.818257614,0,3,3,0
23.16768611,80,483,1.436557201,BALL IN PLAY,5,0,0,0,,4,1,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,4.996558127,4.425740912,1,3,3,3
24.29259701,80,539,0.545227669,BALL IN PLAY,3,0,0,0,,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.520419864,5.40437498,1,3,3,3
25.48533474,80,559,0.938277046,BALL IN PLAY,2,0,0,0,,1,1,0,0,0,0,0,3,2,0,2,1,1,1,0,0,0,0,0,6.520419864,5.949602649,1,3,3,3
26.94179661,80,601,0.881456926,BALL IN PLAY,5,0,0,1,Kicks Total,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7.045627026,6.474809811,1,3,3,3
28.29352186,80,629,0.970671526,BALL IN PLAY,6,0,0,0,,4,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7.045627026,6.683496416,1,4,3,10
29.55657646,80,687,0.483779138,BALL IN PLAY,2,0,0,0,,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7.770701133,7.408570523,1,4,3,10
32.71012547,80,711,2.809011578,BALL IN PLAY,14,0,0,1,RD - Near,9,3,1,1,0,0,0,4,4,0,5,0,2,5,0,0,0,0,0,8.026869175,7.664738565,1,4,3,10
