Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,Percent_Rucks_Won,Mauls_Won,Total_Mauls,Percent_Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,Percent_Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,Percent_Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
0,2,2,2,100,2,2,100,1,0,0,8,202,152,402,0.59,7,30,11,11,1,0.927,5,7,0,18,96,14,0.87,5,0,2,3,1,16,0,2,9,1,8,0,0,0,1,20,0,5,13
9,5,1,5,20,0,1,0,0.17,0,0,15,135,99,322,0.41,9,14,5,76,82,0.927,4,5,0,10,163,30,0.84,3,2,0,5,0.6,9,2,0,16,0.818,13,0,0,0,0,27,1,5,8
5,0,0,0,0,1,1,100,1,0,0,20,100,81,249,0,2,15,4,65,66,0.985,0,0,0,12,176,16,0.92,5,3,1,4,0.625,7,2,1,12,0.778,10,1,0,0,1,3,0,8,7
4,5,3,5,60,1,1,100,0.67,0,0,28,175,148,588,1,13,16,7,11,1,0.974,0,0,0,15,91,15,0.86,4,1,3,5,0.8,12,1,2,7,0.923,7,0,0,0,0,34,1,5,10
2,5,4,5,80,1,2,50,0.71,0,0,15,170,145,548,0.71,10,14,17,10,1,0.973,0,0,0,12,108,18,0.86,6,0,2,4,1,14,1,1,9,0.933,7,0,0,0,1,36,1,6,15
11,2,2,2,100,1,1,100,1,0,0,14,147,106,460,0.29,12,18,11,75,79,0.949,0,0,0,14,170,14,0.92,4,2,0,6,0.667,9,1,1,14,0.9,15,1,0,0,0,17,0,6,7
1,4,1,4,25,1,1,100,0.4,0,0,19,80,91,302,0.36,8,9,12,59,63,0.937,6,6,1,12,203,33,0.86,8,0,1,8,1,12,4,2,8,0.75,8,0,0,0,1,25,1,8,10
3,3,2,3,66.66666667,1,1,100,0.75,0,0,18,223,178,539,0.64,10,33,16,13,1,0.972,6,6,1,17,80,9,0.9,8,1,0,8,0.889,8,2,4,12,0.8,10,1,0,0,0,22,0,9,8
10,2,2,2,100,4,7,57.14285714,0.67,0,0,17,65,69,220,0.42,3,5,5,51,53,0.962,2,3,0,18,100,8,0.93,6,1,2,9,0.857,7,3,3,5,0.7,11,1,0,0,1,26,0,7,13
8,3,2,3,66.66666667,3,6,50,0.56,0,0,16,131,96,382,0.58,5,8,6,69,72,0.958,1,1,1,12,67,5,0.93,9,2,1,6,0.818,5,3,3,7,0.625,13,1,0,0,0,28,1,11,11
11,2,2,2,100,3,3,100,1,0,0,33,157,128,458,0.56,6,17,6,97,10,0.951,3,4,0,15,90,15,0.86,6,0,2,3,1,14,3,0,15,0.824,6,0,0,0,1,23,0,6,9
6,4,4,4,100,1,2,50,0.83,0,0,24,143,98,514,0.44,11,15,11,62,66,0.939,6,6,1,18,136,17,0.89,3,2,0,6,0.6,15,0,3,14,1,9,0,0,0,0,31,1,5,6
0,1,1,1,100,2,5,40,0.5,0,0,24,192,147,396,0.17,5,22,10,12,1,0.96,0,0,0,10,94,20,0.82,5,2,1,1,0.714,10,3,4,8,0.769,5,0,0,0,1,13,0,7,15
2,5,3,5,60,0,0,0,0.6,0,0,16,116,98,425,0.83,10,20,12,63,67,0.94,0,0,0,11,180,22,0.89,1,1,2,5,0.5,8,4,3,10,0.667,15,2,0,0,0,31,1,2,5
5,5,3,5,60,2,2,100,0.71,0,0,25,96,88,323,1,9,16,5,56,62,0.903,0,0,0,19,55,3,0.95,7,3,3,2,0.7,17,2,4,8,0.895,5,0,0,0,1,37,1,10,14
10,0,0,0,0,0,1,0,0,0,0,24,60,49,121,0,0,3,5,33,36,0.917,0,0,0,11,105,16,0.87,2,3,3,7,0.4,8,4,2,17,0.667,14,3,0,0,0,0,0,5,5
4,4,2,4,50,2,2,100,0.67,0,0,26,122,123,389,0.57,4,15,5,10,1,1,0,0,0,10,91,6,0.94,9,1,4,1,0.9,12,2,1,11,0.857,6,0,0,0,1,30,1,10,12
7,3,2,3,66.66666667,0,0,0,0.67,0,0,21,96,80,313,0.43,4,6,5,60,62,0.968,0,0,0,14,162,15,0.92,1,4,1,9,0.2,11,1,2,12,0.917,12,0,0,0,0,19,0,5,6
1,1,1,1,100,1,2,50,0.67,0,0,36,104,96,510,0.43,12,13,14,50,53,0.943,4,4,1,17,141,20,0.88,9,2,0,8,0.818,13,0,4,10,1,10,0,0,0,1,10,0,11,6
8,4,3,4,75,1,1,100,0.8,0,0,31,152,114,517,0.57,9,20,9,85,89,0.955,5,5,1,14,83,13,0.86,8,0,2,9,1,10,4,0,13,0.714,6,0,0,0,0,29,1,8,10
9,2,2,2,100,4,6,66.66666667,0.75,0,0,31,140,122,291,0.51,7,30,4,96,99,0.97,2,2,1,11,154,23,0.87,7,0,0,4,1,9,2,3,9,0.818,12,1,0,0,1,26,1,7,10
3,1,1,1,100,1,1,100,1,0,0,22,153,117,347,0.49,4,23,3,97,99,0.98,6,6,1,12,146,30,0.83,4,0,0,7,1,9,3,2,9,0.75,10,2,0,0,0,10,0,4,12
3,1,1,1,100,1,2,50,0.67,0,0,30,152,132,397,1,6,18,9,10,1,0.929,0,0,0,15,111,10,0.92,5,1,4,3,0.833,12,4,3,8,0.75,6,1,0,0,1,10,1,6,12
7,0,0,0,0,0,2,0,0,0,0,30,100,101,207,0,1,10,6,85,90,0.944,0,0,0,12,160,18,0.9,3,4,1,5,0.429,8,3,4,12,0.727,12,1,1,0,0,0,0,7,6
1,1,1,1,100,4,5,80,0.83,0,1,35,96,102,299,0.5,1,4,4,75,78,0.962,0,0,0,13,113,14,0.89,6,1,1,4,0.857,13,2,2,17,0.867,9,0,0,0,1,19,1,7,15
5,1,0,1,0,0,0,0,0,0,0,25,104,114,431,0.5,5,14,9,79,88,0.898,0,0,0,14,105,4,0.96,4,1,1,6,0.8,17,2,2,13,0.895,15,1,0,0,0,5,0,5,9
6,2,1,2,50,3,3,100,0.8,0,1,26,110,94,324,0.64,7,14,14,63,64,0.984,6,6,1,11,53,15,0.78,6,3,2,5,0.667,14,1,3,9,0.933,11,0,0,0,1,21,1,9,8
2,1,1,1,100,1,4,25,0.4,0,0,21,77,62,248,0.36,2,15,11,28,35,0.8,4,6,0,17,86,14,0.86,5,2,3,6,0.714,9,3,1,14,0.75,8,0,0,0,0,10,0,7,11
8,1,1,1,100,3,3,100,1,0,0,26,149,122,433,0.45,7,17,9,88,92,0.957,8,8,1,22,163,13,0.93,2,0,3,4,1,21,1,3,6,0.955,6,1,0,0,1,16,1,2,14
11,0,0,0,0,2,3,66.66666667,0.67,0,0,30,172,153,481,0.55,4,13,17,11,1,0.917,4,4,1,11,148,17,0.9,4,3,0,2,0.571,6,3,1,21,0.667,14,0,0,0,0,6,0,7,6
9,2,2,2,100,3,3,100,1,0,0,21,188,112,361,0.5,9,15,10,89,90,0.989,5,5,1,17,129,7,0.95,7,0,1,8,1,9,3,0,10,0.75,10,0,1,0,1,23,3,7,5
4,1,0,1,0,6,6,100,0.86,0,0,34,107,98,256,0.5,3,7,1,85,88,0.966,5,6,0,13,133,15,0.9,8,1,0,7,0.889,10,0,3,9,1,5,0,0,0,0,23,3,9,10
10,1,1,1,100,1,1,100,1,0,0,20,127,97,321,0.14,9,8,15,61,64,0.953,0,0,0,22,77,18,0.81,9,0,0,9,1,14,5,0,15,0.737,6,1,0,0,1,10,0,9,7
0,6,5,6,83.33333333,0,1,0,0.71,0,0,27,124,87,565,0.86,13,18,6,48,49,0.98,0,0,0,18,85,8,0.91,9,0,0,9,1,15,0,5,14,1,7,0,0,0,0,40,1,9,6
7,2,0,2,0,1,1,100,0.33,0,0,17,127,94,475,0.47,8,17,13,52,56,0.929,1,2,0,20,126,25,0.83,7,3,0,7,0.7,13,0,2,11,1,6,0,0,0,1,13,0,10,10
8,2,2,2,100,1,1,100,1,0,0,27,138,105,408,0.53,8,25,13,70,74,0.946,4,6,0,17,85,17,0.83,7,0,3,7,1,11,2,0,13,0.846,10,0,0,0,0,17,1,7,6
11,5,2,5,40,0,0,0,0.4,0,0,11,172,134,638,0.83,19,29,13,96,10,0.95,0,0,0,21,107,18,0.86,7,0,2,9,1,15,4,0,11,0.789,6,0,0,0,1,29,1,7,14
10,1,0,1,0,0,0,0,0,0,1,17,142,108,436,0.17,7,18,14,76,79,0.962,0,0,0,24,146,29,0.83,9,2,0,7,0.818,11,0,4,15,1,14,1,0,0,0,5,0,11,6
0,2,2,2,100,2,2,100,1,0,0,20,144,121,276,0.64,2,9,8,99,10,0.952,4,6,0,15,74,19,0.8,9,2,2,2,0.818,14,1,3,12,0.933,10,0,0,0,1,20,0,11,10
6,3,3,3,100,1,1,100,1,0,0,19,130,91,403,0.36,9,19,9,52,57,0.912,5,7,0,19,153,9,0.94,2,2,2,9,0.5,12,3,1,14,0.8,10,0,0,0,0,24,1,4,10
5,2,2,2,100,3,4,75,0.83,0,0,19,176,141,420,0.29,5,29,12,11,1,0.966,0,0,0,13,160,19,0.89,5,2,1,3,0.714,9,2,3,7,0.818,3,0,0,0,1,23,0,7,6
3,5,4,5,80,0,0,0,0.83,1,0,16,202,128,521,0.71,8,19,4,97,98,0.99,0,0,0,18,152,29,0.84,3,1,2,5,0.75,7,3,2,9,0.7,6,0,0,0,0,36,1,4,3
2,4,3,4,75,2,2,100,0.83,0,0,18,112,102,319,0.59,6,23,11,72,74,0.973,7,9,0,14,94,11,0.9,11,1,1,7,0.917,16,1,1,9,0.941,8,1,0,0,1,32,1,12,13
9,1,1,1,100,1,1,100,1,0,0,15,91,85,280,0.41,3,11,3,66,69,0.957,6,7,0,19,97,23,0.81,7,1,1,11,0.875,9,1,1,16,0.9,13,1,0,0,0,10,0,8,8
4,8,5,8,62.5,0,0,0,0.62,0,0,18,106,90,488,0.67,12,15,8,51,54,0.944,0,0,0,14,105,13,0.89,6,0,0,6,1,14,2,3,12,0.875,13,1,0,0,1,50,1,6,12
1,4,2,4,50,1,1,100,0.6,0,0,13,150,121,414,0.33,7,13,12,85,89,0.955,0,0,0,16,68,15,0.82,6,0,0,6,1,12,3,2,14,0.8,12,1,0,0,0,27,0,6,13
4,3,0,3,0,2,5,40,0.25,0,0,25,167,135,398,0.55,4,15,9,10,1,0.964,4,4,1,11,114,17,0.87,6,0,1,2,1,8,0,2,12,1,8,0,0,0,1,21,1,6,11
6,2,1,2,50,2,2,100,0.75,0,1,21,149,116,492,0.45,10,17,11,86,92,0.935,2,3,0,14,163,15,0.92,2,1,0,6,0.667,12,2,0,8,0.857,11,0,0,0,0,18,0,3,8
2,1,1,1,100,3,4,75,0.8,0,0,24,118,118,272,0.56,4,18,7,93,96,0.969,4,4,1,14,111,9,0.93,4,2,1,4,0.667,16,2,2,8,0.889,7,0,0,0,1,16,1,6,10
9,1,0,1,0,3,3,100,0.75,0,0,27,126,101,339,0.44,6,9,3,80,81,0.988,3,4,0,16,132,18,0.88,4,1,2,4,0.8,8,2,2,16,0.8,10,0,0,0,0,14,0,5,7
4,1,1,1,100,2,3,66.66666667,0.75,0,0,18,143,148,436,0.59,6,18,17,11,1,0.967,6,6,1,14,108,22,0.83,8,0,0,7,1,10,4,1,5,0.714,4,0,0,0,1,13,0,8,10
2,4,4,4,100,1,1,100,1,0,0,32,152,131,533,0.41,10,22,20,77,78,0.987,2,2,1,17,153,18,0.89,7,0,0,8,1,5,1,4,10,0.833,10,0,0,0,0,31,1,7,4
7,1,1,1,100,4,4,100,1,0,0,18,100,103,332,0.33,5,8,7,85,88,0.966,0,0,0,10,56,3,0.95,3,3,4,5,0.5,17,0,1,14,1,12,1,0,0,1,19,0,6,17
6,2,1,1,100,2,2,100,1,2,0,18,67,52,151,0.67,1,3,2,42,47,0.894,0,0,0,11,114,8,0.93,5,4,3,3,0.556,14,1,0,17,0.933,17,1,0,0,0,24,1,9,12
0,3,3,3,100,2,2,100,1,0,0,21,126,108,535,0.75,9,18,10,60,64,0.938,0,0,0,18,88,11,0.89,7,1,2,5,0.875,9,1,2,13,0.9,10,0,0,0,1,25,1,8,9
10,1,1,1,100,3,3,100,1,0,0,24,88,92,297,0.25,5,11,8,63,69,0.913,0,0,0,17,89,16,0.85,5,2,1,7,0.714,13,2,1,9,0.867,9,1,0,0,0,16,0,7,10
2,1,1,1,100,5,5,100,1,0,0,35,86,71,357,1,2,8,3,56,58,0.966,0,0,0,15,116,10,0.92,4,0,2,7,1,10,2,3,15,0.833,12,1,0,0,1,22,1,4,9
11,0,0,0,0,4,4,100,1,1,0,36,111,93,155,0,1,11,4,84,88,0.955,0,0,0,11,81,8,0.91,7,2,0,4,0.778,15,3,2,10,0.833,9,2,0,0,0,15,0,9,12
4,5,3,3,100,1,1,100,1,0,0,26,189,134,532,0.71,14,15,21,80,84,0.952,0,0,0,15,93,9,0.91,2,0,2,6,1,8,0,2,16,1,12,0,0,0,1,34,1,2,7
5,2,2,2,100,3,3,100,1,0,0,20,72,81,278,0.29,5,9,5,64,70,0.914,0,0,0,9,118,15,0.89,6,2,0,2,0.75,16,2,0,8,0.889,7,1,0,0,0,23,0,8,12
1,0,0,0,0,4,4,100,1,1,0,26,86,64,179,0,2,11,3,53,58,0.914,0,0,0,10,92,11,0.89,6,2,2,7,0.75,12,3,4,10,0.8,9,0,0,0,1,15,1,8,13
9,1,0,0,0,1,1,100,1,0,0,27,104,98,384,1,3,11,5,66,70,0.943,0,0,0,13,74,10,0.88,7,2,2,6,0.778,10,4,3,12,0.714,13,0,0,0,0,8,0,9,9
8,1,1,1,100,4,4,100,1,0,0,15,95,85,358,0.17,5,24,9,59,63,0.937,0,0,0,20,136,29,0.82,3,1,4,12,0.75,12,1,1,8,0.923,8,1,0,0,1,19,0,4,7
3,5,4,4,100,3,3,100,1,0,0,28,127,110,449,0.83,6,29,10,85,86,0.988,0,0,0,8,96,24,0.8,12,4,1,3,0.75,8,1,1,12,0.889,7,3,0,0,0,42,1,16,8
11,0,0,0,0,6,6,100,1,1,0,36,132,126,383,0,4,18,14,86,92,0.935,0,0,0,23,105,8,0.93,4,3,2,7,0.571,16,2,0,5,0.889,4,0,0,0,1,21,1,7,18
0,1,1,1,100,1,1,100,1,0,0,45,104,84,394,1,2,8,5,59,63,0.937,0,0,0,22,137,18,0.88,7,2,3,4,0.778,5,0,2,16,1,18,1,0,0,0,10,0,9,4
5,1,1,1,100,3,3,100,1,0,0,28,104,104,410,0.5,1,5,6,75,79,0.949,0,0,0,15,71,7,0.91,5,1,4,3,0.833,16,1,2,10,0.941,10,0,0,0,1,16,1,6,11
1,1,1,1,100,2,2,100,1,0,0,32,92,84,306,0.5,2,7,11,50,51,0.98,0,0,0,11,90,5,0.95,3,4,1,5,0.429,10,2,1,16,0.833,11,1,0,0,0,13,0,7,10
3,3,1,1,100,3,3,100,1,1,0,20,133,136,448,0.6,4,28,14,11,1,0.982,0,0,0,14,137,11,0.93,8,1,2,7,0.889,8,1,3,6,0.889,12,1,0,0,1,29,3,9,6
6,2,2,2,100,5,5,100,1,0,0,16,144,112,361,0.4,2,11,10,86,87,0.989,0,0,0,13,156,28,0.85,7,2,1,8,0.778,6,3,1,8,0.667,6,0,0,0,0,29,3,9,12
8,2,2,2,100,4,4,100,1,0,0,28,102,75,307,0.67,3,19,9,49,56,0.875,0,0,0,11,153,11,0.93,9,2,3,4,0.818,15,2,1,11,0.882,9,1,0,0,1,26,1,11,9
7,1,1,1,100,1,1,100,1,0,0,24,129,125,391,0.33,4,11,10,90,95,0.947,0,0,0,26,92,19,0.83,4,3,2,9,0.571,11,1,2,15,0.917,9,2,0,0,0,10,0,7,9
9,0,0,0,0,4,4,100,1,0,0,27,179,159,422,0,2,16,15,11,1,0.983,0,0,0,13,91,11,0.89,5,1,3,4,0.833,16,1,3,9,0.941,8,0,0,0,1,12,0,6,11
2,1,1,1,100,2,2,100,1,0,0,22,113,96,293,1,4,11,10,72,76,0.947,0,0,0,10,145,16,0.9,4,3,1,5,0.571,9,3,1,16,0.75,11,1,0,0,0,13,1,7,8
10,2,1,1,100,3,3,100,1,0,0,14,182,117,338,0.33,8,19,10,85,89,0.955,0,0,0,12,106,12,0.9,1,2,0,7,0.333,7,2,0,10,0.778,10,2,0,0,1,21,0,3,7
4,4,4,4,100,5,5,100,1,0,0,23,142,99,395,0.67,7,12,5,71,71,1,0,0,0,6,125,19,0.87,7,0,2,1,1,10,0,2,7,1,7,0,0,0,0,43,1,7,10
7,2,2,2,100,5,5,100,1,0,0,20,87,99,312,0.4,9,16,5,77,79,0.975,0,0,0,11,79,15,0.84,5,2,1,10,0.714,10,1,1,12,0.909,10,0,0,0,1,29,1,7,10
4,3,2,2,100,0,0,0,1,0,0,17,93,72,393,0.6,5,15,5,45,49,0.918,0,0,0,16,123,16,0.88,10,1,2,5,0.909,12,1,1,10,0.923,10,4,0,0,0,19,0,11,10
11,1,1,1,100,6,6,100,1,0,0,19,182,157,491,0.25,10,26,13,11,1,0.928,0,0,0,13,55,9,0.86,6,0,1,5,1,7,2,4,9,0.778,9,0,0,0,1,25,0,6,13
10,3,3,3,100,2,2,100,1,1,0,21,99,71,316,0.75,10,9,13,37,39,0.949,0,0,0,15,151,26,0.85,5,1,0,6,0.833,9,4,2,7,0.692,13,1,0,0,0,30,1,6,9
0,1,1,1,100,0,0,0,1,0,0,13,141,124,357,0.33,3,23,13,89,98,0.908,0,0,0,22,123,16,0.88,8,2,1,7,0.8,7,2,4,12,0.778,11,0,0,0,1,7,0,10,7
9,2,1,1,100,2,2,100,1,0,0,18,137,98,346,0.67,3,16,7,75,78,0.962,0,0,0,19,170,23,0.88,7,1,2,8,0.875,12,4,2,7,0.75,7,0,0,0,0,18,1,8,11
2,2,1,1,100,0,0,0,1,0,0,11,119,134,434,1,7,13,14,10,1,0.92,0,0,0,14,78,1,0.99,8,1,1,8,0.889,16,2,1,6,0.889,9,0,0,0,1,12,1,9,13
3,0,0,0,0,2,2,100,1,0,0,19,75,77,203,0,1,1,1,61,64,0.953,0,0,0,10,139,13,0.91,8,1,1,8,0.889,6,1,2,16,0.857,13,0,0,0,0,6,0,9,9
1,2,2,2,100,3,3,100,1,0,0,43,121,111,517,0.67,6,7,15,70,72,0.972,0,0,0,10,151,24,0.86,3,1,1,4,0.75,6,2,2,21,0.75,11,0,0,0,1,23,1,4,4
8,1,1,1,100,3,3,100,1,0,0,37,168,132,489,0.33,8,24,14,92,97,0.948,0,0,0,15,109,7,0.94,4,1,1,3,0.8,21,2,2,6,0.913,4,0,0,0,0,16,0,5,11
6,6,4,4,100,2,2,100,1,0,0,29,129,94,422,0.86,6,14,11,57,60,0.95,0,0,0,14,102,12,0.89,7,3,2,4,0.7,13,1,2,18,0.929,10,1,0,0,1,44,1,10,10
5,1,1,1,100,1,1,100,1,0,0,25,95,91,225,0.14,1,12,5,71,76,0.934,0,0,0,17,95,14,0.87,4,2,3,7,0.667,18,2,1,13,0.9,10,0,0,0,0,10,0,6,10
0,2,2,2,100,4,4,100,1,0,0,16,187,162,614,0.25,13,23,18,10,1,0.954,0,0,0,22,79,17,0.82,4,2,2,3,0.667,14,3,4,5,0.824,3,0,0,0,1,26,0,6,12
6,6,5,5,100,1,1,100,1,0,0,25,113,101,479,0.75,15,17,11,59,62,0.952,0,0,0,14,148,23,0.87,3,2,2,4,0.6,5,4,3,14,0.556,12,0,0,0,0,43,1,5,3
5,0,0,0,0,3,3,100,1,0,0,30,83,88,401,0,5,9,6,61,65,0.938,0,0,0,11,80,16,0.83,4,2,2,6,0.667,10,2,1,12,0.833,9,1,0,0,1,9,0,6,12
8,3,2,2,100,1,1,100,1,0,0,36,110,97,438,1,13,16,9,53,57,0.93,0,0,0,9,87,9,0.91,6,2,2,4,0.75,12,1,2,10,0.923,12,3,0,0,0,22,1,8,9
3,4,4,4,100,2,2,100,1,0,0,13,155,120,495,0.67,9,18,9,80,87,0.92,0,0,0,15,88,19,0.82,6,1,1,2,0.857,13,2,2,9,0.867,8,0,0,0,1,34,1,7,14
11,2,2,2,100,2,2,100,1,0,0,19,124,97,376,0.33,7,19,13,65,68,0.956,0,0,0,11,113,18,0.86,2,1,1,6,0.667,9,2,2,13,0.818,14,1,0,0,0,20,0,3,8
4,2,2,2,100,3,3,100,1,0,0,16,117,85,310,1,1,18,5,61,63,0.968,0,0,0,17,129,15,0.9,8,2,3,8,0.8,10,1,6,8,0.909,11,0,0,0,1,23,1,10,13
1,0,0,0,0,3,3,100,1,0,0,8,117,91,230,0,1,15,13,65,70,0.929,0,0,0,13,121,18,0.87,8,3,2,8,0.727,8,6,1,10,0.571,13,2,0,0,0,9,0,11,11
9,5,2,2,100,1,1,100,1,0,0,30,100,77,310,0.83,10,20,9,44,45,0.978,0,0,0,16,180,15,0.92,12,2,3,7,0.857,5,0,4,20,1,13,1,0,0,1,32,1,14,4
7,1,1,1,100,2,2,100,1,0,0,21,139,127,266,0.17,5,15,5,10,1,0.954,0,0,0,20,74,20,0.79,7,3,2,12,0.7,20,4,0,5,0.833,4,0,0,0,0,13,0,10,13
10,2,2,2,100,1,2,50,0.75,0,0,21,117,98,356,0.4,6,15,8,74,76,0.974,0,0,0,10,67,10,0.87,6,2,1,8,0.75,15,4,2,9,0.789,10,1,0,0,1,17,0,8,10
2,3,3,3,100,1,2,50,0.8,0,0,20,113,71,367,0.6,7,10,6,43,46,0.935,0,0,0,18,97,15,0.87,8,1,2,6,0.889,9,2,4,15,0.818,10,1,0,0,0,24,1,9,10
7,2,2,2,100,3,3,100,1,0,0,14,117,100,356,1,7,10,6,68,74,0.919,0,0,0,15,131,22,0.86,7,2,2,7,0.778,10,3,3,9,0.769,12,1,0,0,1,23,1,9,14
0,0,0,0,0,1,1,100,1,0,0,7,178,126,435,0,4,22,10,99,10,0.934,0,0,0,15,94,10,0.9,7,2,2,7,0.778,9,3,3,10,0.75,14,1,0,0,0,3,0,9,12
11,2,2,2,100,5,5,100,1,0,0,34,196,123,497,1,10,13,20,92,95,0.968,0,0,0,15,102,11,0.9,5,1,1,4,0.833,8,2,0,8,0.8,9,0,0,0,1,29,1,6,10
5,0,0,0,0,4,4,100,1,0,0,25,107,97,373,0,1,11,4,79,84,0.94,0,0,0,11,133,13,0.91,4,1,1,5,0.8,8,0,2,8,1,10,1,0,0,0,12,0,5,9
4,1,1,1,100,4,4,100,1,0,0,29,114,91,349,1,3,5,5,63,71,0.887,0,0,0,11,98,12,0.89,6,3,2,2,0.667,8,0,1,11,1,11,0,0,0,1,19,1,9,9
3,0,0,0,0,5,5,100,1,0,0,23,105,93,364,0,4,12,3,72,80,0.9,0,0,0,13,86,5,0.95,2,2,3,6,0.5,11,1,0,8,0.917,9,1,0,0,0,15,0,4,11
1,3,3,3,100,3,3,100,1,0,0,25,125,125,403,0.75,6,17,15,91,94,0.968,0,0,0,15,89,9,0.91,12,1,1,4,0.923,12,1,2,10,0.923,5,0,0,0,1,30,1,13,15
10,1,1,1,100,0,0,0,1,0,0,26,134,110,378,0.25,7,9,8,62,63,0.984,0,0,0,20,116,17,0.87,4,1,1,12,0.8,10,2,1,12,0.833,15,1,0,0,0,7,0,5,5
6,0,0,0,0,4,4,100,1,0,0,29,81,83,245,0,1,18,7,63,65,0.969,0,0,0,16,106,19,0.85,5,1,0,9,0.833,10,2,2,15,0.833,13,1,0,0,1,12,0,6,13
9,0,0,0,0,6,6,100,1,0,0,33,107,82,185,0,2,19,7,63,65,0.969,0,0,0,21,103,18,0.85,9,0,1,5,1,15,2,2,10,0.882,13,1,0,0,0,18,1,9,13
8,0,0,0,0,4,4,100,1,0,0,26,111,78,142,0,0,6,2,72,75,0.96,0,0,0,13,83,15,0.85,6,2,3,5,0.75,14,2,1,4,0.875,5,0,0,0,1,12,0,8,13
2,2,2,2,100,1,1,100,1,0,0,16,117,102,365,1,6,15,10,65,70,0.929,0,0,0,13,81,6,0.93,5,3,2,6,0.625,4,1,2,14,0.8,13,2,0,0,0,17,1,8,5
5,2,2,2,100,2,2,100,1,0,0,16,169,148,524,0.67,6,17,15,11,1,0.965,0,0,0,16,118,6,0.95,4,1,1,4,0.8,11,5,3,13,0.688,9,0,0,0,1,20,1,5,7
7,1,1,1,100,2,2,100,1,0,0,21,150,116,365,0.33,5,6,14,78,86,0.907,0,0,0,16,128,17,0.88,4,1,1,4,0.8,13,3,5,11,0.812,7,0,0,0,0,13,0,5,9
2,0,0,0,0,2,2,100,1,0,0,18,145,131,342,0,2,9,8,10,1,0.945,0,0,0,20,69,11,0.86,5,1,3,9,0.833,12,2,2,15,0.857,8,1,0,0,1,6,0,6,15
4,1,1,1,100,2,2,100,1,0,0,24,80,64,174,1,3,11,7,53,56,0.946,0,0,0,12,146,9,0.94,9,3,1,5,0.75,15,2,2,12,0.882,15,2,0,0,0,13,1,12,8
3,1,1,1,100,3,3,100,1,0,0,19,129,104,262,0.5,1,22,2,83,87,0.954,0,0,0,13,43,6,0.88,12,1,2,6,0.923,10,2,2,7,0.833,8,0,0,0,1,16,1,13,19
0,1,1,1,100,2,2,100,1,0,0,21,33,34,143,0.5,1,6,1,22,28,0.786,0,0,0,9,159,22,0.88,6,2,1,12,0.75,7,2,2,10,0.778,19,2,0,0,0,13,0,8,8
6,4,4,4,100,3,3,100,1,1,0,24,176,150,636,0.67,9,33,17,11,1,0.965,0,0,0,19,69,14,0.83,6,0,2,8,1,17,1,0,9,0.944,6,0,0,0,1,40,1,6,8
1,2,2,2,100,0,0,0,1,1,0,28,72,79,276,0.33,8,14,6,53,57,0.93,0,0,0,15,134,33,0.8,8,2,0,6,0.8,9,0,1,17,1,8,1,0,0,0,17,0,10,6
9,5,1,1,100,4,4,100,1,0,0,19,144,114,424,0.71,11,14,11,54,58,0.931,0,0,0,17,92,9,0.91,9,1,4,4,0.9,6,1,1,8,0.857,6,0,0,0,1,39,1,10,8
11,2,1,1,100,3,3,100,1,0,0,23,98,95,229,0.29,2,9,3,70,72,0.972,0,0,0,13,91,14,0.87,4,4,1,9,0.5,8,1,1,6,0.889,8,1,0,0,0,21,0,8,6
10,1,1,1,100,3,3,100,1,0,0,33,111,94,382,0.5,8,17,6,67,71,0.944,0,0,0,11,66,10,0.87,6,4,1,7,0.6,8,0,5,14,1,13,0,0,0,1,16,3,10,7
8,1,1,1,100,3,3,100,1,0,0,28,108,72,208,0.5,3,10,3,56,61,0.918,0,0,0,13,88,17,0.84,7,1,4,6,0.875,14,5,0,8,0.737,7,0,0,0,0,16,3,8,13
11,2,2,2,100,1,1,100,1,0,0,24,175,158,363,0.67,13,36,23,11,1,0.951,0,0,0,19,142,20,0.88,8,1,1,7,0.889,11,1,1,4,0.917,6,0,0,0,1,17,1,9,11
7,1,1,1,100,2,2,100,1,0,0,15,127,124,402,0.33,4,20,11,90,95,0.947,0,0,0,22,162,36,0.82,7,1,1,8,0.875,4,1,1,11,0.8,11,0,0,0,0,13,0,8,6
0,0,0,0,0,4,4,100,1,0,0,8,60,104,222,0,4,9,2,87,92,0.946,0,0,0,18,122,23,0.84,8,0,2,7,1,8,0,3,5,1,10,1,0,0,1,12,0,8,11
2,1,1,1,100,4,4,100,1,0,0,10,120,127,398,1,8,23,11,87,88,0.989,0,0,0,13,128,9,0.93,7,2,0,8,0.778,5,3,0,8,0.625,11,0,0,0,0,19,1,9,10
