Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,Percent_Rucks_Won,Mauls_Won,Total_Mauls,Percent_Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,Percent_Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,Percent_Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
5,3,2,2,100,2,2,100,1,0,0,21,99,96,298,0.6,6,13,6,73,76,0.961,0,0,0,13,129,11,0.92,5,0,2,8,1,8,4,1,10,0.667,5,0,0,0,1,25,1,5,7
10,2,2,2,100,3,3,100,1,0,0,26,194,146,472,0.4,4,11,12,98,10,0.98,0,0,0,10,101,13,0.89,8,2,0,5,0.8,10,1,4,8,0.909,7,0,0,0,0,23,0,10,5
4,0,0,0,0,4,4,100,1,0,0,27,110,87,261,0,2,13,4,69,70,0.986,0,0,0,20,116,14,0.89,8,2,0,7,0.8,8,1,6,9,0.889,4,0,0,0,1,12,1,10,10
6,0,0,0,0,2,2,100,1,0,0,25,116,100,211,0,0,14,10,68,73,0.932,0,0,0,14,100,13,0.88,7,0,2,8,1,9,6,1,8,0.6,10,0,0,0,0,6,0,7,4
1,1,1,1,100,4,4,100,1,0,0,28,94,76,270,0.33,3,8,13,49,54,0.907,0,0,0,16,95,9,0.91,5,2,1,5,0.714,14,0,1,17,1,12,1,0,0,1,19,0,7,12
3,2,2,2,100,3,3,100,1,0,0,32,79,89,272,0.67,3,9,2,71,76,0.934,0,0,0,13,65,8,0.89,5,1,2,5,0.833,17,1,0,14,0.944,12,1,0,0,0,23,1,6,12
8,1,0,0,0,4,4,100,1,0,0,36,118,139,368,1,7,16,4,10,1,0.972,0,0,0,11,55,8,0.87,4,0,1,4,1,11,3,0,14,0.786,8,0,0,0,1,17,1,4,7
9,0,0,0,0,3,3,100,1,0,0,44,88,67,266,0,2,8,9,33,34,0.971,0,0,0,16,169,16,0.91,4,1,0,4,0.8,14,0,3,11,1,7,2,0,0,0,9,0,5,8
7,2,2,2,100,2,2,100,1,0,0,21,128,119,436,0.5,9,21,18,77,84,0.917,0,0,0,12,149,35,0.81,6,1,2,6,0.857,7,1,1,12,0.875,11,0,0,0,1,20,0,7,6
3,2,1,1,100,3,3,100,1,0,0,19,154,134,475,0.5,10,35,13,91,97,0.938,0,0,0,16,111,21,0.84,6,2,1,6,0.75,12,1,1,7,0.923,6,0,0,0,0,21,1,8,11
0,2,1,1,100,3,3,100,1,0,0,25,210,163,637,0.4,7,25,17,11,1,0.944,0,0,0,22,74,11,0.87,5,0,1,4,1,13,0,1,16,1,6,0,0,0,1,21,0,5,13
8,3,3,3,100,1,1,100,1,0,0,26,76,74,236,0.6,4,11,11,43,49,0.878,0,0,0,17,200,25,0.89,4,1,0,5,0.8,16,1,0,13,0.941,13,3,0,0,0,24,1,5,6
2,1,0,0,0,1,1,100,1,0,0,21,134,136,498,0.33,13,16,20,69,72,0.958,0,0,0,17,88,12,0.88,5,2,2,2,0.714,15,3,0,16,0.833,10,0,0,0,1,8,0,7,19
1,2,2,2,100,2,2,100,1,1,0,32,91,98,322,0.67,6,12,7,67,69,0.971,0,0,0,12,98,16,0.86,2,2,2,5,0.5,16,0,3,15,1,19,3,0,0,0,23,1,4,10
6,2,1,2,50,6,6,100,0.88,0,0,20,165,143,528,0.5,12,17,13,87,93,0.935,0,0,0,15,88,12,0.88,6,0,0,6,1,13,1,2,10,0.929,11,0,0,0,1,30,1,6,13
10,2,2,2,100,2,2,100,1,0,0,16,102,90,325,0.5,3,12,8,58,63,0.921,0,0,0,16,124,17,0.88,6,0,0,6,1,10,2,1,13,0.833,13,1,0,0,0,20,0,6,11
9,5,5,5,100,2,2,100,1,0,0,28,154,109,639,0.62,10,14,16,58,67,0.866,0,0,0,22,120,23,0.84,6,2,2,7,0.75,12,2,0,12,0.857,5,0,0,0,1,41,1,8,10
5,3,1,1,100,0,0,0,1,0,0,30,134,114,379,0.38,7,23,12,84,93,0.903,0,0,0,17,94,14,0.87,7,2,2,6,0.778,12,0,2,12,1,10,1,0,0,0,17,0,9,5
7,2,2,2,100,4,4,100,1,0,0,14,76,82,347,0.5,5,13,7,48,54,0.889,0,0,0,18,151,19,0.89,5,0,2,3,1,14,1,0,11,0.933,8,1,0,0,1,26,3,5,10
11,2,2,2,100,4,4,100,1,0,0,23,147,139,369,0.5,8,19,5,10,1,0.981,0,0,0,16,78,13,0.86,3,2,0,5,0.6,11,0,1,14,1,10,1,0,0,0,26,3,5,8
5,4,4,4,100,5,5,100,1,0,0,20,151,126,533,0.8,15,20,13,87,93,0.935,0,0,0,17,165,14,0.92,6,0,0,7,1,7,2,1,11,0.778,6,0,0,0,1,43,1,6,10
0,1,1,1,100,0,0,0,1,1,0,18,171,141,451,0.2,9,14,10,93,99,0.939,0,0,0,19,123,20,0.86,7,0,0,6,1,11,1,2,7,0.917,10,0,0,0,0,10,0,7,6
3,5,4,4,100,1,1,100,1,0,0,20,149,112,537,0.62,10,26,13,72,75,0.96,0,0,0,20,161,22,0.88,8,1,1,8,0.889,14,0,1,12,1,6,2,0,0,1,36,1,9,11
8,3,2,2,100,0,0,0,1,0,0,16,164,142,409,0.38,6,22,14,10,1,0.954,0,0,0,17,127,26,0.83,8,1,1,8,0.889,12,1,0,14,0.923,11,1,0,0,0,19,0,9,6
1,1,0,0,0,2,2,100,1,1,0,25,119,89,344,1,5,14,8,60,64,0.938,0,0,0,14,102,18,0.85,7,2,0,5,0.778,7,1,2,7,0.875,13,1,0,0,1,14,0,9,12
4,0,0,0,0,6,6,100,1,0,0,25,109,97,373,0,5,18,8,81,84,0.964,0,0,0,16,93,14,0.87,5,0,2,7,1,7,2,1,7,0.778,12,1,0,0,0,18,1,5,13
6,1,1,1,100,2,2,100,1,1,0,24,133,123,450,0.25,6,17,15,83,85,0.976,0,0,0,18,108,19,0.85,4,1,3,6,0.8,13,2,4,9,0.867,8,1,0,0,1,16,0,5,10
2,3,2,2,100,3,3,100,1,0,0,21,146,114,569,0.75,8,19,17,71,73,0.973,0,0,0,13,120,17,0.88,6,3,1,4,0.667,9,4,2,13,0.692,10,0,0,0,0,28,1,9,8
10,1,0,0,0,2,2,100,1,0,0,21,225,172,468,0.5,4,14,14,14,1,0.966,0,0,0,14,111,16,0.87,2,1,1,7,0.667,9,2,1,10,0.818,10,0,0,0,1,11,0,3,6
9,1,1,1,100,4,4,100,1,0,0,26,167,109,301,0.5,7,16,10,89,90,0.989,0,0,0,8,188,14,0.93,7,1,1,2,0.875,10,1,2,9,0.909,6,0,0,0,0,19,1,8,10
11,1,1,1,100,4,4,100,1,0,0,22,129,96,318,0.5,3,12,9,70,75,0.933,0,0,0,12,93,24,0.79,6,0,1,5,1,7,0,4,12,1,15,0,0,0,1,19,0,6,9
6,1,1,1,100,4,4,100,1,1,0,23,113,86,314,0.5,3,24,7,68,71,0.958,0,0,0,18,100,12,0.89,5,1,0,6,0.833,12,4,0,7,0.75,9,1,0,0,0,22,1,6,15
0,1,0,0,0,2,2,100,1,1,0,25,64,71,152,0.5,0,3,1,60,66,0.909,0,0,0,10,103,5,0.95,9,0,1,3,1,16,2,5,12,0.889,8,0,0,0,1,14,1,9,13
1,1,0,0,0,2,2,100,1,0,0,14,114,116,387,0.5,7,5,13,87,91,0.956,0,0,0,11,70,3,0.96,3,1,0,9,0.75,12,5,2,16,0.706,13,1,0,0,0,11,0,4,8
5,1,0,0,0,2,2,100,1,0,0,38,93,121,359,1,4,17,3,92,95,0.968,0,0,0,13,101,12,0.89,7,0,1,6,1,9,3,4,13,0.75,8,0,0,0,1,11,1,7,8
3,0,0,0,0,2,2,100,1,0,0,32,109,95,229,0,2,12,5,69,71,0.972,0,0,0,21,112,17,0.87,6,1,0,7,0.857,13,4,3,9,0.765,8,0,0,0,0,6,0,7,8
2,4,3,3,100,1,1,100,1,0,0,23,117,118,515,0.8,11,20,9,70,72,0.972,0,0,0,13,88,12,0.88,6,1,2,4,0.857,13,5,2,6,0.722,9,1,0,0,1,29,1,7,13
7,1,1,1,100,1,1,100,1,0,0,29,138,113,368,0.2,4,12,9,79,82,0.963,0,0,0,11,85,20,0.81,4,2,1,6,0.667,6,2,5,13,0.75,13,0,0,0,0,10,0,6,9
4,1,1,1,100,3,3,100,1,0,0,34,129,116,246,0.5,4,14,7,97,10,0.933,0,0,0,17,97,10,0.91,5,1,0,3,0.833,16,2,2,14,0.889,7,0,0,0,1,16,1,6,12
8,1,1,1,100,1,1,100,1,0,0,27,102,104,290,0.5,4,10,10,72,78,0.923,0,0,0,22,115,14,0.89,3,0,1,5,1,14,2,2,16,0.875,12,2,0,0,0,10,0,3,7
9,1,1,1,100,2,2,100,1,0,0,26,134,107,286,1,2,9,7,83,88,0.943,0,0,0,18,102,14,0.88,6,0,3,8,1,9,4,7,11,0.692,13,0,0,0,1,13,1,6,8
10,0,0,0,0,2,2,100,1,0,0,25,110,99,335,0,4,14,5,77,86,0.895,0,0,0,14,103,9,0.92,8,3,0,6,0.727,11,7,4,9,0.611,8,0,0,0,0,6,0,11,13
7,2,2,2,100,2,2,100,1,0,0,17,116,92,320,0.5,12,16,10,67,70,0.957,0,0,0,14,84,13,0.87,7,1,1,4,0.875,15,2,0,9,0.882,5,0,0,0,1,20,1,8,14
10,2,1,2,50,1,1,100,0.67,0,0,24,107,88,402,0.5,8,13,10,63,67,0.94,0,0,0,12,85,16,0.84,4,1,1,7,0.8,9,0,2,15,1,14,2,0,0,0,15,0,5,5
5,1,1,1,100,3,3,100,1,0,0,15,146,133,356,0.5,7,25,8,10,1,0.963,0,0,0,11,90,5,0.95,8,1,0,5,0.889,11,1,1,7,0.917,11,1,0,0,1,16,0,9,12
2,1,0,0,0,5,5,100,1,0,0,21,79,81,253,0.5,5,5,7,55,58,0.948,0,0,0,12,167,25,0.87,5,0,1,8,1,7,1,1,11,0.875,12,2,0,0,0,20,1,5,11
3,1,1,1,100,4,4,100,1,0,0,19,149,133,354,1,6,22,4,11,1,0.941,0,0,0,15,59,16,0.79,9,0,0,9,1,12,1,2,10,0.923,10,0,0,0,1,19,1,9,15
9,0,0,0,0,2,2,100,1,0,0,16,78,59,200,0,1,16,3,43,52,0.827,0,0,0,15,143,22,0.87,9,0,0,9,1,10,2,1,12,0.833,15,1,0,0,0,6,0,9,10
4,1,1,1,100,5,5,100,1,0,0,30,107,96,415,0.5,6,16,7,79,79,1,0,0,0,12,112,19,0.85,6,0,1,8,1,9,5,0,7,0.643,10,1,0,0,1,22,1,6,10
0,1,1,1,100,3,3,100,1,0,0,26,139,102,313,0.5,5,19,8,73,78,0.936,0,0,0,16,105,16,0.87,8,1,0,6,0.889,7,0,5,9,1,10,2,0,0,0,16,0,9,10
1,1,1,1,100,5,5,100,1,0,0,33,111,95,592,0.5,10,14,12,53,59,0.898,0,0,0,18,138,13,0.91,5,3,0,6,0.625,10,2,0,10,0.833,7,0,0,0,1,22,1,8,11
11,1,1,1,100,3,3,100,1,0,0,40,167,138,434,0.5,6,13,15,93,10,0.93,0,0,0,20,83,14,0.86,6,0,3,5,1,10,0,2,10,1,11,1,0,0,0,16,0,6,7
8,0,0,0,0,2,3,66.66666667,0.67,0,0,36,125,109,376,0,4,15,16,69,76,0.908,0,0,0,12,149,22,0.87,5,1,0,3,0.833,20,1,0,16,0.952,9,0,0,0,1,6,0,6,8
6,1,1,1,100,1,1,100,1,0,0,33,164,147,533,1,8,22,13,92,95,0.968,0,0,0,27,102,15,0.87,3,0,1,5,1,16,0,1,20,1,8,1,0,0,0,10,1,3,9
11,0,0,0,0,6,6,100,1,1,0,30,135,129,382,0,6,15,9,98,10,0.98,0,0,0,15,96,10,0.91,6,2,2,3,0.75,12,1,2,8,0.923,8,0,0,0,1,21,1,8,13
1,1,1,1,100,2,2,100,1,0,0,21,95,92,272,1,4,10,10,54,61,0.885,0,0,0,21,144,15,0.91,3,2,2,6,0.6,8,2,1,12,0.8,13,0,0,0,0,13,0,5,8
0,1,0,0,0,1,1,100,1,0,0,32,137,101,356,0.5,2,8,7,74,85,0.871,0,0,0,15,94,17,0.85,5,0,0,6,1,8,1,1,13,0.889,10,0,0,0,1,8,0,5,9
3,1,1,1,100,3,3,100,1,0,0,36,113,100,393,0.5,3,17,2,79,84,0.94,0,0,0,14,102,8,0.93,6,0,0,5,1,13,1,1,8,0.929,9,0,0,0,0,16,1,6,10
2,5,3,4,75,2,2,100,0.83,0,0,12,152,120,405,0.56,6,11,17,82,84,0.976,0,0,0,12,94,20,0.82,2,1,2,5,0.667,8,2,0,9,0.8,8,0,0,0,1,37,1,3,12
5,4,4,4,100,2,2,100,1,0,0,12,130,104,479,0.44,7,20,17,72,73,0.986,0,0,0,12,115,11,0.91,5,2,1,2,0.714,9,0,2,8,1,12,2,0,0,0,34,0,7,8
6,2,2,2,100,1,1,100,1,0,0,28,94,88,306,1,4,14,7,64,70,0.914,0,0,0,20,107,17,0.86,3,1,0,6,0.75,13,1,2,15,0.929,10,1,0,0,1,17,1,4,5
8,0,0,0,0,4,4,100,1,0,0,29,163,120,404,0,8,17,7,89,93,0.957,0,0,0,13,96,14,0.87,6,0,1,3,1,15,2,1,13,0.882,5,0,0,0,0,12,0,6,10
9,2,2,2,100,5,5,100,1,0,0,13,130,106,509,0.4,17,20,5,56,62,0.903,0,0,0,16,111,12,0.9,3,1,3,6,0.75,6,0,1,15,1,15,0,0,0,1,29,1,4,12
4,3,2,2,100,0,0,0,1,0,0,17,124,96,203,0.6,2,12,1,76,83,0.916,0,0,0,10,79,20,0.8,6,3,1,3,0.667,15,1,0,6,0.938,12,1,0,0,0,19,0,9,15
10,1,0,0,0,3,3,100,1,0,0,35,65,75,173,1,2,9,1,45,51,0.882,0,0,0,12,90,10,0.9,8,3,1,5,0.727,9,3,1,15,0.75,10,0,0,0,1,14,1,11,10
7,0,0,0,0,4,4,100,1,0,0,32,95,92,276,0,3,10,5,61,67,0.91,0,0,0,15,68,9,0.88,5,1,3,8,0.833,15,1,3,9,0.938,10,0,0,0,0,12,0,6,10
7,3,3,3,100,4,4,100,1,0,0,19,129,93,271,0.33,3,8,8,67,70,0.957,0,0,0,13,55,8,0.87,6,0,0,6,1,14,0,3,8,1,8,0,0,0,1,33,0,6,15
8,6,4,4,100,1,1,100,1,0,0,15,94,60,326,0.67,7,8,3,45,48,0.938,0,0,0,12,93,8,0.92,6,0,0,6,1,8,3,0,14,0.727,15,0,0,0,0,41,1,6,8
2,1,0,0,0,1,1,100,1,0,0,22,134,119,287,1,4,16,21,95,97,0.979,0,0,0,15,164,16,0.91,8,2,0,9,0.8,4,0,5,8,1,11,0,0,0,1,8,1,10,6
0,0,0,0,0,2,2,100,1,0,0,12,99,121,209,0,1,16,4,11,1,0.965,0,0,0,18,132,16,0.89,9,0,2,8,1,8,5,0,4,0.615,6,0,0,0,0,6,0,9,11
4,6,6,6,100,4,4,100,1,0,0,22,167,122,483,0.86,8,17,12,95,96,0.99,0,0,0,14,55,6,0.9,8,0,3,6,1,10,1,2,5,0.909,3,0,0,0,1,54,1,8,14
11,1,1,1,100,2,2,100,1,0,0,22,60,56,170,0.14,2,6,0,42,46,0.913,0,0,0,9,120,17,0.88,6,3,0,8,0.667,5,2,1,10,0.714,14,1,0,0,0,13,0,9,3
1,1,1,1,100,4,4,100,1,0,0,35,117,80,292,0.33,3,6,7,51,54,0.944,0,0,0,10,123,12,0.91,7,1,2,6,0.875,18,1,0,6,0.947,7,0,0,0,1,19,0,8,13
5,2,2,2,100,3,3,100,1,0,0,36,83,100,288,0.67,2,12,4,83,86,0.965,0,0,0,12,74,6,0.93,6,2,1,7,0.75,6,0,1,18,1,13,1,0,0,0,23,1,8,7
9,1,1,1,100,1,1,100,1,0,0,40,82,75,297,0.5,2,12,2,47,50,0.94,0,0,0,18,145,26,0.85,8,0,2,10,1,14,3,2,11,0.824,3,0,0,0,1,10,1,8,5
6,1,1,1,100,0,0,0,1,0,0,38,174,135,471,0.5,9,26,5,10,1,0.94,0,0,0,23,63,12,0.84,10,2,0,8,0.833,11,2,3,14,0.846,5,0,0,0,0,7,0,12,3
10,1,0,0,0,1,1,100,1,0,0,17,103,93,266,0.2,3,10,10,64,70,0.914,0,0,0,20,141,29,0.83,10,0,1,11,1,12,2,4,13,0.857,10,0,0,0,1,8,0,10,6
3,4,4,4,100,1,1,100,1,0,0,17,207,164,623,0.8,9,29,13,10,1,0.955,0,0,0,17,99,10,0.91,11,1,0,10,0.917,13,4,2,12,0.765,6,0,0,0,0,31,1,12,10
11,2,2,2,100,2,2,100,1,0,0,35,112,82,259,0.4,5,12,6,61,62,0.984,0,0,0,11,105,19,0.85,8,2,0,10,0.8,8,2,0,12,0.8,6,0,0,0,1,20,0,10,7
2,3,3,3,100,2,4,50,0.71,0,0,21,129,128,632,0.6,12,19,22,77,81,0.951,0,0,0,21,73,12,0.86,10,0,2,8,1,12,0,2,8,1,7,0,0,0,0,27,1,10,6
0,1,0,0,0,2,2,100,1,0,0,18,136,108,319,0.5,1,10,6,92,95,0.968,0,0,0,21,102,14,0.88,8,0,3,6,1,10,2,0,11,0.833,2,0,0,0,1,11,1,8,13
5,1,1,1,100,0,0,0,1,0,0,23,86,83,215,0.5,2,14,7,65,68,0.956,0,0,0,12,149,10,0.94,6,3,0,8,0.667,11,0,2,10,1,13,1,0,0,0,7,0,9,2
3,4,4,4,100,1,1,100,1,0,0,22,131,134,343,0.67,5,15,5,10,1,0.9,0,0,0,22,80,5,0.94,9,1,0,4,0.9,20,3,2,10,0.87,5,0,0,0,1,31,1,10,18
1,2,0,0,0,2,2,100,1,1,0,30,107,88,250,0.33,4,5,10,66,67,0.985,0,0,0,16,168,15,0.92,4,0,1,9,1,10,2,3,20,0.833,18,2,1,0,0,19,0,4,5
4,5,4,4,100,1,1,100,1,0,0,12,203,122,540,0.83,9,21,18,80,82,0.976,0,0,0,21,90,12,0.88,7,0,3,8,1,10,1,2,8,0.909,4,0,0,0,1,36,1,7,11
10,1,0,0,0,1,1,100,1,0,0,16,93,76,320,0.17,5,12,6,49,53,0.925,0,0,0,11,124,21,0.86,8,3,0,7,0.727,8,2,1,10,0.8,11,1,0,0,0,8,0,11,4
6,11,10,10,100,0,0,0,1,0,0,20,198,135,1006,0.92,28,33,26,66,70,0.943,0,0,0,17,74,8,0.9,5,0,0,6,1,16,1,4,11,0.941,8,0,0,0,1,75,1,5,9
7,1,1,1,100,0,0,0,1,0,0,18,75,68,302,0.08,3,8,5,52,54,0.963,0,0,0,12,96,33,0.74,6,0,0,5,1,11,4,1,16,0.733,9,1,0,0,0,7,0,6,8
9,4,3,3,100,0,0,0,1,0,0,28,156,116,585,0.8,13,26,10,79,84,0.94,0,0,0,20,77,12,0.87,5,0,0,15,1,8,2,2,14,0.8,6,0,0,0,1,26,1,5,12
8,1,2,2,100,3,3,100,1,0,0,28,103,85,255,0.2,2,12,7,57,65,0.877,0,0,0,13,121,26,0.82,15,0,0,5,1,14,2,2,8,0.875,12,0,0,0,0,13,0,15,6
7,0,0,0,0,4,4,100,1,0,0,27,140,125,326,0,1,10,7,92,98,0.939,0,0,0,9,71,17,0.81,7,1,0,4,0.875,17,5,2,10,0.773,7,0,0,0,1,12,0,8,13
9,2,2,2,100,0,0,0,1,0,0,25,134,110,453,1,8,17,8,51,53,0.962,0,0,0,18,112,10,0.92,4,0,1,7,1,10,2,5,17,0.833,13,0,0,0,0,14,1,4,7
11,3,2,2,100,1,1,100,1,0,0,21,185,146,496,0.43,14,29,14,10,1,0.965,0,0,0,19,119,17,0.88,5,2,1,9,0.714,8,1,2,8,0.889,8,0,0,0,1,22,0,7,7
3,4,4,4,100,2,2,100,1,0,0,23,129,102,388,0.57,8,17,9,73,78,0.936,0,0,0,17,158,29,0.84,9,1,2,5,0.9,8,2,1,8,0.8,7,1,0,0,0,34,1,10,8
1,3,3,3,100,1,1,100,1,0,0,35,133,102,405,0.6,13,14,13,71,71,1,0,0,0,13,120,15,0.89,5,1,1,5,0.833,9,3,1,12,0.75,8,0,0,0,1,24,1,6,8
2,2,2,2,100,3,3,100,1,0,0,33,98,101,463,0.4,6,15,8,74,79,0.937,0,0,0,20,113,14,0.89,5,1,1,5,0.833,12,1,3,9,0.923,8,0,0,0,0,23,0,6,8
6,1,0,0,0,2,2,100,1,0,0,19,204,146,458,0.25,2,10,18,10,1,0.938,0,0,0,15,51,6,0.89,4,1,1,7,0.8,13,4,1,9,0.765,8,1,0,0,1,11,0,5,11
4,3,2,2,100,2,2,100,1,0,0,29,79,63,349,0.75,5,6,10,37,39,0.949,0,0,0,11,150,10,0.94,7,1,1,4,0.875,9,1,4,13,0.9,11,0,0,0,0,25,1,8,8
8,3,2,2,100,2,2,100,1,0,0,22,143,114,370,0.6,6,21,8,83,88,0.943,0,0,0,16,117,19,0.86,6,1,2,5,0.857,11,2,1,10,0.846,10,0,0,0,1,25,1,7,11
5,2,1,1,100,3,3,100,1,0,0,20,112,100,415,0.4,7,19,13,66,74,0.892,0,0,0,16,137,21,0.87,5,2,1,6,0.714,10,1,2,11,0.909,11,0,0,0,0,21,0,7,10
10,3,2,2,100,0,0,0,1,0,0,12,181,129,473,0.43,7,25,23,91,93,0.978,0,0,0,15,87,9,0.91,7,1,1,10,0.875,9,4,2,9,0.692,13,1,0,0,1,19,0,8,12
0,4,2,2,100,1,1,100,1,0,0,18,114,88,381,0.57,6,9,13,59,62,0.952,0,0,0,16,135,25,0.84,10,1,1,7,0.909,9,2,4,9,0.818,12,0,0,0,0,27,1,11,13
0,5,5,5,100,1,1,100,1,0,0,19,108,90,210,1,7,18,9,66,69,0.957,0,0,0,10,91,7,0.93,8,2,3,5,0.8,15,1,1,11,0.938,10,0,0,0,1,38,1,10,16
7,0,0,0,0,2,2,100,1,0,0,16,85,75,137,0,0,7,10,60,62,0.968,0,0,0,12,96,18,0.84,5,3,2,8,0.625,11,1,1,15,0.917,16,2,0,0,0,6,0,8,10
5,3,2,2,100,4,4,100,1,0,0,23,87,77,336,0.6,6,19,9,59,64,0.922,0,0,0,14,110,6,0.95,4,0,0,6,1,13,0,2,9,1,11,2,0,0,1,31,1,4,10
6,2,0,0,0,5,5,100,1,0,0,25,162,108,281,0.4,2,6,7,87,91,0.956,0,0,0,13,76,19,0.8,6,0,0,4,1,9,2,0,13,0.818,10,1,0,0,0,25,0,6,11
3,3,2,2,100,3,3,100,1,0,0,22,124,111,220,0.5,3,18,4,10,1,1,0,0,0,6,126,17,0.88,10,2,1,3,0.833,7,3,1,5,0.7,3,0,0,0,1,28,1,12,9
2,3,2,2,100,2,2,100,1,0,0,16,131,115,343,0.5,7,17,15,87,87,1,0,0,0,15,152,18,0.89,3,1,2,10,0.75,5,1,3,7,0.833,9,0,0,0,0,25,0,4,3
8,2,1,1,100,2,2,100,1,0,0,20,133,98,359,0.67,2,11,3,80,83,0.964,0,0,0,11,113,17,0.87,8,0,1,3,1,13,1,1,14,0.929,14,1,0,0,1,18,1,8,10
4,1,1,1,100,2,2,100,1,0,0,13,120,106,426,0.33,7,17,9,75,84,0.893,0,0,0,20,121,11,0.92,3,1,0,8,0.75,14,1,1,13,0.933,10,0,0,0,0,13,0,4,14
9,5,5,5,100,1,1,100,1,0,0,25,167,137,769,0.83,21,27,16,83,84,0.988,0,0,0,17,76,6,0.93,15,1,2,6,0.938,13,1,1,11,0.929,7,0,0,0,1,38,1,16,14
1,1,0,0,0,1,1,100,1,0,0,26,94,92,220,0.17,1,6,8,59,60,0.983,0,0,0,15,110,27,0.8,6,2,1,15,0.75,11,1,1,13,0.917,14,1,0,0,0,8,0,8,7
10,2,1,1,100,1,1,100,1,0,0,43,66,76,244,0.67,5,4,9,33,37,0.892,0,0,0,14,112,24,0.82,8,3,1,6,0.727,21,1,4,11,0.955,7,1,0,0,1,15,1,11,14
11,1,1,1,100,1,1,100,1,0,0,33,106,118,389,0.33,7,24,2,76,81,0.938,0,0,0,20,47,4,0.92,6,1,3,8,0.857,11,4,1,21,0.733,14,1,0,0,0,10,0,7,7
5,0,0,0,0,1,1,100,1,0,0,26,131,143,231,0,1,12,3,12,1,0.945,0,0,0,11,100,10,0.91,9,1,0,5,0.9,10,2,3,12,0.833,13,0,0,0,1,3,0,10,4
9,0,0,0,0,3,3,100,1,0,0,26,79,86,167,0,0,10,5,72,76,0.947,0,0,0,18,170,12,0.93,5,0,1,9,1,12,3,2,10,0.8,4,1,0,0,0,9,1,5,13
2,1,0,0,0,3,3,100,1,0,0,20,150,128,283,1,2,21,16,97,10,0.97,0,0,0,17,83,6,0.93,10,0,1,7,1,11,3,2,10,0.786,9,0,0,0,1,14,1,10,13
8,0,0,0,0,2,2,100,1,0,0,22,76,59,144,0,0,6,0,56,58,0.966,0,0,0,14,160,21,0.88,7,1,0,10,0.875,10,2,3,11,0.833,13,0,0,0,0,6,0,8,9
3,4,2,2,100,1,1,100,1,0,0,23,173,135,495,1,7,27,3,10,1,0.982,0,0,0,10,64,3,0.96,5,3,0,7,0.625,14,1,1,13,0.933,13,0,0,0,1,27,1,8,15
10,0,0,0,0,0,0,0,0,0,0,20,72,67,195,0,1,3,3,55,60,0.917,0,0,0,10,130,27,0.83,7,0,3,5,1,13,1,1,14,0.929,15,1,0,0,0,0,0,7,13
4,2,2,2,100,0,0,0,1,0,0,23,165,120,467,1,4,20,15,83,84,0.988,0,0,0,11,75,5,0.94,9,2,1,8,0.818,10,2,2,8,0.833,8,0,0,0,1,14,1,11,13
7,0,0,0,0,1,1,100,1,0,0,19,72,72,150,0,1,5,5,53,56,0.946,0,0,0,11,108,20,0.84,8,1,2,9,0.889,8,2,2,10,0.8,13,1,0,0,0,3,0,9,8
1,1,0,0,0,1,1,100,1,0,0,9,158,132,472,0.2,9,16,14,82,87,0.943,0,0,0,20,85,9,0.9,6,1,1,8,0.857,11,6,2,15,0.647,13,1,0,0,1,8,0,7,13
0,4,2,2,100,0,0,0,1,0,0,19,86,87,249,0.8,4,9,8,61,64,0.953,0,0,0,13,113,16,0.88,8,1,1,6,0.889,15,2,6,11,0.882,13,1,0,0,0,24,1,9,13
6,5,3,3,100,1,1,100,1,0,0,28,178,129,482,1,8,12,6,81,83,0.976,0,0,0,24,82,10,0.89,5,1,2,12,0.833,10,0,5,13,1,14,0,0,0,1,34,1,6,4
11,0,0,0,0,3,3,100,1,0,0,20,102,90,224,0,0,10,10,62,69,0.899,0,0,0,20,109,12,0.9,12,2,1,5,0.857,13,5,0,10,0.722,4,0,0,0,0,9,0,14,14
7,2,2,2,100,2,2,100,1,0,0,22,160,105,381,0.67,3,9,13,71,78,0.91,0,0,0,21,132,26,0.84,7,2,1,5,0.778,10,1,2,6,0.909,6,0,0,0,1,20,1,9,6
5,1,1,1,100,3,3,100,1,0,0,31,167,133,591,0.33,6,26,17,94,97,0.969,0,0,0,20,127,9,0.93,5,1,2,7,0.833,6,2,1,10,0.75,6,0,0,0,0,16,0,6,6
11,1,1,1,100,7,7,100,1,0,0,27,105,95,271,0.5,3,15,7,73,78,0.936,0,0,0,16,117,25,0.82,5,1,0,8,0.833,10,1,3,14,0.909,9,0,0,0,1,28,1,6,11
