Unnamed:_0,Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,%Rucks_Won,Mauls_Won,Total_Mauls,%Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,%Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,%Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
398,12,1,0,1,0,1,2,50,0.33,0,0,27,182,175,410,0.2,3,25,8,14,1,0.943,0,0,0,18,56,20,0.74,3,0,1,5,0,16,2,1,9,0.889,5,0,0,4,1,8,0,3,10
399,4,4,3,4,75,0,0,0,0.75,0,0,38,89,75,334,0.8,10,20,14,42,43,0.977,0,0,0,11,210,25,0.89,5,1,0,3,0,9,1,2,16,0.9,10,1,0,4,0,26,1,6,5
400,7,1,0,1,0,1,2,50,0.33,0,0,34,145,109,328,0.5,9,12,7,85,90,0.944,0,0,0,12,69,15,0.82,7,1,1,7,0,16,0,3,9,1,12,1,0,2,1,8,0,8,10
401,2,1,1,1,100,3,5,60,0.67,0,0,26,100,79,270,0.5,4,15,4,52,58,0.897,0,0,0,14,107,12,0.9,7,1,1,7,0,9,3,0,16,0.75,10,0,0,2,0,16,1,8,12
402,1,1,0,1,0,1,1,100,0.5,0,0,24,98,82,231,0.5,6,23,7,53,55,0.964,6,6,1,12,76,15,0.84,7,2,4,3,1,12,1,1,8,0.923,10,1,0,3,1,8,0,9,12
403,4,3,1,3,33.33333333,4,4,100,0.71,0,0,24,93,95,350,0.5,7,15,13,51,55,0.927,3,3,1,9,81,23,0.78,3,4,2,7,1,8,1,1,12,0.889,12,2,0,3,0,29,1,7,10
404,6,3,0,3,0,4,5,80,0.5,0,0,22,161,106,351,0.59,2,8,7,84,87,0.966,6,7,0,10,56,15,0.79,4,1,1,4,0,10,2,3,16,0.833,13,0,0,1,1,27,3,5,14
405,3,3,3,3,100,2,2,100,1,0,0,17,78,58,301,0.41,8,15,5,42,45,0.933,5,5,1,14,110,8,0.93,4,1,1,4,1,16,3,2,10,0.842,14,1,0,1,0,27,3,5,13
406,8,1,1,1,100,5,7,71.42857143,0.75,0,0,29,53,60,142,1,1,9,3,46,49,0.939,0,0,0,10,90,12,0.88,4,0,1,9,0,15,1,1,15,0.938,14,1,0,33,1,22,1,4,12
407,12,0,0,0,0,3,4,75,0.75,0,0,24,93,92,268,0,2,12,4,56,58,0.966,0,0,0,12,64,9,0.88,9,1,0,4,0,15,1,1,15,0.938,12,1,0,33,0,9,0,10,14
408,0,2,2,2,100,3,4,75,0.83,0,0,23,73,62,188,0.4,1,9,4,56,57,0.982,7,7,1,12,87,11,0.89,4,2,3,6,1,11,5,3,11,0.688,11,1,0,4,1,23,1,6,16
409,9,0,0,0,0,3,3,100,1,0,0,17,114,87,203,0.6,0,11,6,79,80,0.988,3,4,0,14,69,9,0.88,6,3,2,4,0,11,3,5,11,0.786,16,2,0,4,0,9,0,9,11
410,5,1,1,1,100,3,5,60,0.67,1,0,33,80,78,248,0.5,6,11,7,55,57,0.965,0,0,0,10,59,7,0.89,7,0,1,8,0,14,0,3,12,1,10,0,0,5,1,19,1,7,12
411,11,1,1,1,100,3,4,75,0.8,0,0,31,63,61,362,0.5,4,7,2,37,44,0.841,0,0,0,15,73,11,0.87,8,1,0,7,0,12,3,0,14,0.8,12,0,0,5,0,16,0,9,10
412,12,1,1,1,100,5,6,83.33333333,0.86,0,0,28,137,129,423,0.6,3,19,3,11,1,0.932,3,6,0,11,70,12,0.85,5,0,0,4,0,10,4,0,13,0.714,12,0,0,2,1,22,0,5,12
413,6,2,2,2,100,3,4,75,0.83,0,0,30,93,75,326,0.4,6,12,3,60,65,0.923,3,3,1,12,140,19,0.88,4,0,0,5,1,13,0,4,10,1,12,0,0,2,0,23,1,4,12
414,2,4,2,4,50,0,2,0,0.33,0,0,18,126,95,331,0.67,9,22,7,70,77,0.909,0,0,0,16,86,16,0.84,8,0,1,8,0,11,2,2,13,0.846,10,0,0,6,1,24,1,8,11
415,1,2,0,2,0,3,5,60,0.43,0,0,22,98,79,217,0.33,7,16,7,53,59,0.898,0,0,0,13,96,22,0.81,8,1,0,8,0,13,2,2,11,0.867,11,2,0,6,0,19,0,9,10
416,3,3,3,3,100,1,4,25,0.57,0,0,17,186,112,356,1,2,23,4,96,98,0.98,0,0,0,12,47,7,0.87,5,2,3,2,0,17,5,3,8,0.773,6,0,0,7,1,24,1,7,18
417,7,0,0,0,0,2,2,100,1,0,0,21,75,48,159,0,2,7,1,39,44,0.886,0,0,0,14,134,23,0.85,2,3,2,5,0,8,3,5,17,0.727,18,1,0,7,0,6,0,5,6
418,11,1,1,1,100,3,5,60,0.67,0,0,18,104,96,314,0.45,2,11,1,83,84,0.988,2,3,0,10,129,15,0.9,5,1,1,6,0,8,1,3,16,0.889,12,1,0,4,1,16,0,6,11
419,0,3,1,3,33.33333333,0,0,0,0.33,0,0,16,125,125,303,0.55,6,15,11,97,99,0.98,7,8,0,11,104,11,0.9,6,1,1,5,0,16,3,1,8,0.842,11,1,0,4,0,17,1,7,12
420,9,1,0,1,0,2,3,66.66666667,0.5,0,0,20,144,104,285,0.59,0,13,3,82,86,0.953,7,10,0,17,82,8,0.91,7,1,1,6,0,12,4,2,11,0.75,11,0,0,3,1,11,1,8,12
421,5,1,1,1,100,1,2,50,0.67,0,0,19,101,80,205,0.41,4,8,8,56,61,0.918,4,5,0,18,115,13,0.9,6,1,1,7,0,11,2,4,12,0.846,12,0,0,3,0,10,0,7,11
422,4,2,0,2,0,1,2,50,0.25,0,0,13,139,119,338,0.4,4,18,6,87,96,0.906,0,0,0,21,125,16,0.89,6,1,5,7,0,9,2,2,6,0.818,11,0,0,5,1,13,0,7,18
423,8,3,2,3,66.66666667,1,2,50,0.6,0,1,21,119,131,415,0.6,6,16,17,92,97,0.948,0,0,0,11,139,18,0.89,7,5,1,6,0,6,2,2,9,0.75,18,2,0,5,0,22,1,12,11
424,2,1,1,1,100,1,2,50,0.67,0,0,40,94,74,272,0.36,4,20,5,57,60,0.95,6,6,1,14,168,14,0.92,6,1,0,6,1,10,1,0,18,0.909,13,0,0,4,1,10,0,7,7
425,4,0,0,0,0,5,6,83.33333333,0.83,0,0,37,131,128,340,0.64,2,14,4,10,1,0.964,6,7,0,16,70,20,0.78,6,0,1,6,0,18,0,1,10,1,7,0,0,4,0,15,1,6,13
426,11,2,2,2,100,3,3,100,1,0,0,26,120,90,271,0.57,1,9,2,72,75,0.96,3,3,1,11,66,14,0.82,5,0,1,6,1,15,1,4,11,0.938,10,0,0,2,1,23,0,5,11
427,3,3,3,3,100,2,2,100,1,0,0,24,96,72,256,0.43,4,14,8,54,58,0.931,5,6,0,8,93,9,0.91,6,1,0,5,0,11,4,1,15,0.733,11,0,0,2,0,27,1,7,10
428,9,2,1,2,50,2,3,66.66666667,0.6,0,0,22,149,104,329,0.67,6,20,12,73,76,0.961,0,0,0,12,120,12,0.91,4,0,1,6,0,13,3,0,12,0.812,14,0,0,1,1,18,1,4,18
429,7,1,0,1,0,3,5,60,0.5,0,0,23,141,102,289,0.33,3,12,7,83,89,0.933,0,0,0,11,106,20,0.84,6,1,0,4,0,12,0,3,13,1,18,2,0,1,0,14,0,7,14
430,6,1,0,1,0,2,3,66.66666667,0.5,0,0,19,149,93,301,0.53,4,12,7,69,74,0.932,6,8,0,13,88,20,0.81,5,0,3,4,0,17,5,3,11,0.773,7,0,0,5,1,11,1,5,14
431,1,1,0,1,0,1,2,50,0.33,0,0,19,140,95,364,0.47,6,20,16,66,68,0.971,2,2,1,11,103,12,0.9,4,3,0,5,1,11,3,5,17,0.786,14,0,0,5,0,8,0,7,7
432,5,1,0,1,0,5,5,100,0.83,0,0,24,81,70,291,0.33,4,19,2,51,56,0.911,0,0,0,18,167,10,0.94,5,1,3,3,0,11,4,2,13,0.733,8,0,0,7,1,20,0,6,16
433,8,2,2,2,100,2,3,66.66666667,0.8,1,0,27,109,123,329,0.67,2,10,3,98,10,0.98,0,0,0,10,86,19,0.82,3,3,1,5,0,13,2,4,11,0.867,16,0,1,7,0,23,1,6,8
434,0,3,3,3,100,3,3,100,1,0,0,25,130,139,518,0.75,7,18,7,82,87,0.943,0,0,0,15,84,17,0.83,3,0,3,3,0,20,1,0,17,0.952,13,1,0,33,1,30,1,3,25
435,12,1,0,1,0,3,4,75,0.6,0,0,27,99,92,282,0.25,4,17,6,67,73,0.918,0,0,0,8,118,18,0.87,3,3,0,3,0,17,0,1,20,1,25,2,1,33,0,14,0,6,13
436,3,4,3,4,75,2,4,50,0.62,0,0,14,139,107,518,0.57,9,16,8,68,75,0.907,0,0,0,16,128,18,0.88,4,0,0,8,0,13,1,1,8,0.929,9,0,0,6,1,32,1,4,15
437,5,3,2,3,66.66666667,2,4,50,0.57,0,0,13,180,120,464,0.43,4,18,13,83,93,0.892,0,0,0,13,114,16,0.88,8,0,0,4,0,8,1,1,13,0.889,15,0,0,6,0,25,0,8,9
438,1,3,2,3,66.66666667,2,2,100,0.8,0,0,23,136,111,474,0.6,5,20,8,78,80,0.975,0,0,0,14,85,9,0.9,4,1,1,9,0,12,1,3,13,0.923,16,1,0,4,1,25,1,5,13
439,9,2,2,2,100,2,2,100,1,0,0,9,112,82,280,0.4,6,9,9,58,62,0.935,0,0,0,12,119,20,0.86,9,1,1,4,0,13,3,1,12,0.812,13,2,0,4,0,20,0,10,16
440,4,2,2,2,100,3,4,75,0.83,0,0,38,109,98,159,0.56,3,11,7,80,81,0.988,5,5,1,12,91,23,0.8,6,1,4,4,1,16,1,5,10,0.941,6,1,0,33,1,23,1,7,12
441,11,1,1,1,100,1,1,100,1,0,0,30,104,87,385,0.44,7,23,5,63,68,0.926,1,2,0,14,98,11,0.9,4,4,1,6,0,10,5,1,16,0.667,12,0,0,33,0,10,0,8,6
442,12,2,1,2,50,0,2,0,0.25,0,0,18,124,118,416,0.5,4,9,6,74,77,0.961,0,0,0,17,64,13,0.83,3,3,2,10,0,10,1,5,7,0.909,14,0,0,7,1,12,0,6,8
443,2,2,1,2,50,4,4,100,0.83,0,0,23,77,66,243,0.5,4,13,7,44,44,1,0,0,0,10,133,9,0.94,10,2,3,3,0,7,5,1,10,0.583,8,0,0,7,0,24,1,12,14
444,8,0,0,0,0,5,8,62.5,0.62,0,0,30,120,90,349,0.56,1,15,10,65,68,0.956,5,7,0,12,57,8,0.88,8,1,0,7,0,18,4,0,7,0.818,6,1,0,1,1,15,0,9,16
445,6,3,1,3,33.33333333,1,1,100,0.5,0,0,35,97,67,313,0.44,4,8,8,47,50,0.94,3,4,0,11,81,15,0.84,7,0,1,8,0,7,0,4,18,1,16,1,0,1,0,20,1,7,6
446,7,1,1,1,100,3,4,75,0.8,0,0,22,134,98,275,0.25,4,7,4,79,83,0.952,0,0,0,8,137,12,0.92,6,1,2,5,0,12,5,4,10,0.706,10,0,0,2,1,16,0,7,14
447,0,3,2,3,66.66666667,1,1,100,0.75,0,0,15,168,131,459,0.75,7,12,12,86,91,0.945,0,0,0,18,103,7,0.94,5,2,1,6,0,10,4,5,12,0.714,14,0,0,2,0,22,1,7,10
448,3,1,1,1,100,1,2,50,0.67,0,0,15,163,130,387,0.64,3,20,6,10,1,0.944,8,9,0,17,65,7,0.9,5,0,3,4,0,14,1,1,9,0.933,8,0,0,3,1,10,0,5,17
449,4,2,2,2,100,2,2,100,1,1,0,21,100,70,240,0.36,4,7,9,50,53,0.943,3,3,1,7,135,20,0.87,4,3,0,5,1,9,1,1,14,0.9,17,2,0,3,0,23,1,7,8
450,11,2,1,2,50,2,2,100,0.75,0,1,26,107,86,502,1,10,16,6,54,55,0.982,0,0,0,12,95,16,0.86,7,4,0,7,0,11,5,2,13,0.688,13,1,0,6,1,18,1,11,15
451,8,0,0,0,0,0,1,0,0,0,0,26,110,96,293,0,3,16,8,67,73,0.918,0,0,0,21,78,16,0.83,7,0,4,7,0,13,2,5,11,0.867,15,2,0,6,0,0,0,7,13
452,9,2,1,2,50,3,3,100,0.8,0,0,24,173,159,541,0.5,17,32,22,85,87,0.977,0,0,0,20,86,17,0.83,1,1,2,6,0,16,2,2,11,0.889,12,1,0,33,1,21,1,2,9
453,12,2,2,2,100,2,5,40,0.57,0,0,30,94,94,340,0.5,7,17,5,55,58,0.948,0,0,0,14,127,32,0.8,6,2,1,1,0,11,2,2,16,0.846,9,1,0,33,0,20,0,8,12
454,5,1,0,1,0,4,5,80,0.67,0,0,36,97,79,292,0.33,2,9,6,63,67,0.94,0,0,0,14,94,14,0.87,8,4,1,6,0,9,2,3,10,0.818,8,1,0,5,1,17,0,12,8
455,2,2,1,2,50,3,3,100,0.8,0,1,31,132,85,315,0.67,7,14,2,66,70,0.943,0,0,0,15,102,9,0.92,6,1,4,8,0,10,3,2,9,0.769,8,0,0,5,0,21,1,7,8
456,0,5,4,5,80,2,2,100,0.86,0,0,21,125,83,454,0.49,8,22,13,50,53,0.943,11,1,1,16,91,11,0.89,5,1,2,3,1,16,1,3,11,0.941,7,0,0,7,1,39,1,6,13
457,1,1,1,1,100,2,2,100,1,0,0,20,102,85,351,0.51,6,11,5,62,67,0.925,2,4,0,14,68,22,0.76,3,2,1,5,0,11,3,1,16,0.786,13,1,0,7,0,13,0,5,7
458,7,2,1,2,50,2,2,100,0.75,0,0,16,150,106,361,0.52,3,9,12,73,77,0.948,2,3,0,9,81,25,0.76,8,4,0,4,0,7,1,1,10,0.875,13,0,0,4,1,18,0,12,11
459,6,4,3,4,75,5,6,83.33333333,0.8,0,0,16,112,90,336,0.48,6,25,6,68,69,0.986,8,8,1,14,97,9,0.92,4,0,4,8,1,10,1,1,7,0.909,11,3,0,4,0,41,1,4,13
460,12,1,0,1,0,2,4,50,0.4,0,1,26,98,84,345,0.4,3,10,2,64,69,0.928,7,9,0,14,151,19,0.89,5,1,1,6,0,10,2,3,12,0.833,9,0,0,2,1,11,0,6,11
461,5,1,1,1,100,2,2,100,1,0,2,23,135,134,389,0.6,6,19,8,10,1,0.954,4,6,0,9,93,10,0.9,6,1,1,5,0,12,3,2,10,0.8,11,0,0,2,0,13,1,7,9
462,2,3,2,3,66.66666667,0,1,0,0.5,0,0,26,75,61,238,1,5,5,2,46,49,0.939,0,0,0,12,137,13,0.91,8,3,0,6,0,11,5,2,18,0.688,14,1,0,3,1,19,1,11,10
463,0,0,0,0,0,2,2,100,1,0,0,19,142,117,298,0,3,13,4,85,94,0.904,0,0,0,19,66,5,0.93,6,0,3,8,0,18,2,5,11,0.9,10,1,0,3,0,6,0,6,14
464,1,5,3,5,60,3,3,100,0.75,0,0,17,159,107,490,0.5,13,29,17,63,66,0.955,0,0,0,14,111,32,0.78,0,2,2,2,0,14,1,1,17,0.933,14,2,0,33,1,40,1,2,10
465,7,5,4,5,80,0,1,0,0.67,0,0,16,150,114,362,0.5,9,32,20,70,70,1,0,0,0,11,108,29,0.79,2,2,2,0,0,17,1,1,14,0.944,10,0,0,33,0,33,0,4,14
466,6,6,3,6,50,3,4,75,0.6,0,0,21,182,148,453,0.6,19,29,17,95,98,0.969,4,4,1,11,106,17,0.86,8,0,1,5,1,12,0,3,8,1,7,0,0,5,1,45,1,8,13
467,11,2,1,2,50,1,1,100,0.67,0,0,12,116,94,269,0.4,7,17,8,69,72,0.958,5,6,0,18,150,29,0.84,5,1,0,8,0,8,3,0,12,0.727,13,1,0,5,0,15,0,6,7
468,8,2,2,2,100,3,4,75,0.83,0,0,12,143,108,397,0.61,1,4,5,77,79,0.975,4,5,0,10,61,14,0.81,5,1,3,4,0,9,1,3,10,0.9,18,2,0,4,1,23,0,6,9
469,3,4,3,4,75,6,6,100,0.9,0,0,11,80,63,401,0.39,9,14,7,41,43,0.953,8,9,0,16,117,4,0.97,4,3,1,5,0,10,3,1,9,0.769,9,0,0,4,0,44,1,7,18
470,4,5,4,5,80,2,2,100,0.86,0,0,21,97,67,368,0.38,9,13,9,45,50,0.9,3,5,0,19,128,19,0.87,7,0,0,7,0,12,0,1,20,1,17,1,0,7,1,39,1,7,10
471,9,2,2,2,100,1,1,100,1,0,0,19,176,119,340,0.62,3,19,17,87,93,0.935,8,9,0,14,68,13,0.84,7,0,0,7,0,20,1,0,12,0.952,10,0,0,7,0,17,0,7,17
472,3,1,0,1,0,2,4,50,0.4,0,2,22,137,90,423,0.64,1,7,3,58,60,0.967,5,5,1,10,61,5,0.92,14,3,1,5,1,9,2,1,11,0.818,6,0,0,5,1,11,0,17,15
473,2,0,0,0,0,4,4,100,1,0,0,26,67,53,211,0.36,2,5,2,36,41,0.878,4,7,0,12,87,7,0.93,5,1,3,14,0,11,1,2,9,0.917,15,1,0,5,0,12,1,6,6
474,11,2,0,3,0,1,1,100,0.25,0,0,15,197,126,542,0.3,11,20,6,96,10,0.95,0,0,0,22,58,17,0.77,5,2,0,9,0,17,1,2,13,0.944,8,0,0,6,1,13,0,7,12
475,1,1,0,1,0,3,4,75,0.6,0,0,31,91,69,276,0.7,11,17,9,42,44,0.955,0,0,0,14,142,20,0.88,9,0,2,5,0,13,2,1,17,0.867,12,2,0,6,0,14,1,9,8
476,9,3,1,3,33.33333333,2,2,100,0.6,0,0,14,156,143,567,1,17,30,16,70,78,0.897,0,0,0,25,77,6,0.93,13,1,0,9,0,13,1,3,8,0.929,10,0,0,2,1,23,1,14,16
477,8,0,0,0,0,3,4,75,0.75,0,0,19,87,88,256,0,3,6,10,48,54,0.889,0,0,0,23,125,29,0.81,9,0,1,13,0,8,3,1,13,0.727,16,1,0,2,0,9,0,9,10
478,5,3,1,3,33.33333333,1,3,33.33333333,0.33,0,0,12,129,100,295,0.43,4,15,9,77,79,0.975,0,0,0,9,103,10,0.91,6,2,0,3,0,11,1,1,15,0.917,13,1,0,3,1,20,0,8,10
479,4,4,3,4,75,2,3,66.66666667,0.71,0,1,20,92,76,228,0.57,3,10,4,56,60,0.933,0,0,0,12,125,15,0.89,3,0,2,6,0,15,1,1,11,0.938,10,1,0,3,0,32,1,3,13
480,0,2,0,2,0,2,4,50,0.33,0,0,26,159,112,449,0.45,5,9,14,72,76,0.947,4,5,0,15,153,21,0.88,6,0,1,4,0,13,2,1,8,0.867,10,0,0,33,1,16,0,6,16
481,6,1,1,1,100,5,5,100,1,0,0,30,135,120,352,0.55,8,21,8,99,10,0.971,3,3,1,13,110,9,0.92,4,1,0,6,1,8,1,2,13,0.889,16,2,0,33,0,22,1,5,10
482,7,0,0,0,0,4,4,100,1,0,0,27,125,106,300,0.57,3,20,10,74,79,0.937,7,8,0,10,83,9,0.9,3,0,2,5,0,22,1,0,5,0.957,14,0,0,7,1,12,0,3,13
483,12,1,0,1,0,4,6,66.66666667,0.57,0,0,30,95,83,339,0.43,5,9,6,57,61,0.934,2,2,1,11,105,20,0.84,5,2,0,3,1,5,0,1,22,1,13,0,0,7,0,17,1,7,14
484,2,2,1,2,50,0,0,0,0.5,0,0,17,89,58,228,0.38,8,13,6,39,47,0.83,7,9,0,16,130,20,0.87,11,0,1,8,0,13,1,3,13,0.929,13,0,0,33,1,12,0,11,12
485,9,4,2,4,50,1,1,100,0.6,0,0,14,150,129,480,0.62,10,20,13,85,93,0.914,4,7,0,17,59,13,0.82,8,1,0,11,0,13,3,1,13,0.812,12,1,0,33,0,27,1,9,13
486,1,1,0,1,0,4,6,66.66666667,0.57,0,0,13,140,95,455,0.54,2,15,7,63,66,0.955,2,3,0,12,61,12,0.84,4,0,0,6,0,10,0,3,17,1,17,2,2,7,1,17,0,4,16
487,3,2,1,2,50,2,3,66.66666667,0.6,0,1,12,92,62,322,0.46,7,12,6,39,44,0.886,10,1,0,9,98,15,0.87,6,0,0,4,0,17,3,0,10,0.85,16,3,0,7,0,18,1,6,17
488,6,4,2,4,50,1,2,50,0.5,0,0,12,183,120,459,0.67,6,18,3,97,10,0.942,0,0,0,17,121,8,0.94,5,0,0,11,0,18,2,1,13,0.9,6,0,0,2,1,27,1,5,10
489,5,2,1,2,50,1,1,100,0.67,0,0,20,105,78,272,0.33,2,8,4,64,67,0.955,0,0,0,8,183,18,0.91,11,0,0,5,0,13,1,2,18,0.929,10,0,0,2,0,15,0,11,6
490,4,3,2,3,66.66666667,3,5,60,0.62,0,0,19,131,101,396,0.48,7,14,18,64,70,0.914,3,6,0,10,104,21,0.83,6,1,0,7,0,11,5,2,12,0.688,14,1,0,6,1,28,1,7,12
491,0,3,3,3,100,1,1,100,1,0,0,19,123,105,298,0.52,5,21,14,72,81,0.889,6,9,0,11,81,14,0.85,7,0,1,6,0,12,2,5,11,0.857,12,0,0,6,0,24,0,7,14
492,12,4,2,4,50,3,5,60,0.56,0,0,18,147,93,352,0.44,6,18,10,63,63,1,0,0,0,10,94,19,0.83,7,0,0,8,0,8,1,1,5,0.889,3,0,0,1,1,33,0,7,15
493,11,5,5,5,100,1,2,50,0.86,0,0,13,114,84,381,0.56,12,19,7,59,63,0.937,0,0,0,8,91,18,0.83,8,0,0,7,0,5,1,1,8,0.833,15,1,0,1,0,38,1,8,3
494,8,6,5,5,100,0,1,0,0.83,0,0,23,114,90,364,1,7,10,13,51,55,0.927,0,0,0,14,187,24,0.89,6,1,1,3,0,10,1,1,15,0.909,15,0,0,3,1,40,1,7,7
495,7,0,0,0,0,4,4,100,1,0,0,16,224,175,548,0,9,24,22,11,1,0.959,0,0,0,18,78,10,0.89,3,1,1,6,0,15,1,1,10,0.938,7,0,0,3,0,12,0,4,15
496,3,4,3,4,75,2,2,100,0.83,0,0,17,161,134,456,0.57,14,35,18,76,79,0.962,0,0,0,12,95,26,0.79,6,2,3,1,0,9,2,1,14,0.818,12,1,0,6,1,32,1,8,11
497,12,3,1,3,33.33333333,1,4,25,0.29,0,0,18,155,122,568,0.43,15,26,12,58,60,0.967,0,0,0,19,105,35,0.75,1,3,2,6,0,14,1,2,9,0.933,11,1,0,6,0,20,0,4,12
498,11,2,1,2,50,0,0,0,0.5,0,0,14,135,88,357,0.2,3,12,10,62,66,0.939,0,0,0,13,148,27,0.85,5,1,1,9,0,10,2,1,9,0.833,4,0,0,5,1,12,0,6,7
499,2,8,6,8,75,0,0,0,0.75,1,0,18,149,146,544,0.8,14,27,15,10,1,0.972,0,0,0,13,104,12,0.9,9,1,1,5,0,9,1,2,10,0.9,7,0,0,5,0,55,1,10,4
500,9,2,1,2,50,4,5,80,0.71,0,1,13,124,100,422,0.62,6,23,12,70,75,0.933,4,7,0,13,57,7,0.89,12,2,1,7,0,9,2,2,9,0.818,13,1,0,7,1,24,1,14,18
501,6,2,2,2,100,2,2,100,1,0,0,9,80,57,221,0.38,5,7,6,42,43,0.977,3,4,0,15,107,23,0.82,7,1,2,12,0,9,2,2,9,0.818,18,2,0,7,0,20,0,8,13
502,5,5,5,5,100,1,1,100,1,0,1,16,135,124,470,0.5,10,24,17,80,86,0.93,6,7,0,15,130,22,0.86,7,0,1,2,0,8,0,2,11,1,10,3,0,33,1,38,1,7,8
503,1,3,3,3,100,3,3,100,1,0,0,13,204,132,532,0.5,5,22,21,84,90,0.933,1,3,0,21,129,24,0.84,2,1,0,7,0,11,2,0,8,0.846,8,0,0,33,0,30,0,3,10
504,0,5,4,5,80,1,2,50,0.71,0,0,23,122,122,480,0.54,10,17,14,76,82,0.927,10,1,0,16,101,16,0.86,6,2,1,4,0,15,0,3,13,1,10,1,0,1,1,36,1,8,15
505,8,3,3,3,100,0,0,0,1,0,0,16,123,105,432,0.46,12,16,13,69,71,0.972,5,5,1,17,119,17,0.88,4,1,2,6,1,13,3,0,15,0.812,15,0,0,1,0,21,0,5,10
506,7,2,1,2,50,2,3,66.66666667,0.6,0,0,31,126,100,320,0.5,6,17,11,67,70,0.957,0,0,0,8,99,17,0.85,5,1,2,4,0,13,4,2,11,0.765,9,0,0,2,1,18,0,6,13
507,4,2,2,2,100,3,3,100,1,0,0,33,102,92,355,0.5,3,17,7,64,69,0.928,0,0,0,9,88,17,0.84,4,2,1,5,0,11,2,4,13,0.846,13,1,0,2,0,23,1,6,9
508,2,3,2,3,66.66666667,1,1,100,0.75,0,0,17,127,96,419,0.52,9,15,15,59,62,0.952,8,8,1,15,70,20,0.78,6,1,1,7,1,10,1,4,12,0.909,16,1,0,1,1,22,0,7,9
509,6,6,6,6,100,0,3,0,0.67,0,0,18,109,79,396,0.48,11,20,13,50,50,1,4,4,1,12,83,15,0.85,7,1,1,6,1,12,4,1,10,0.75,9,0,0,1,0,42,1,8,16
510,3,1,1,1,100,4,5,80,0.83,0,3,19,134,72,254,0.46,3,18,5,62,63,0.984,3,5,0,9,107,10,0.91,6,1,2,5,0,8,3,1,11,0.727,13,1,0,6,1,19,3,7,8
511,0,1,1,1,100,4,5,80,0.83,0,1,27,108,91,232,0.54,4,10,9,74,74,1,5,6,0,9,78,18,0.81,5,2,1,6,0,11,1,3,8,0.917,8,1,0,6,0,19,3,7,13
512,11,2,2,2,100,5,5,100,1,0,0,22,91,80,316,0.37,10,9,10,44,48,0.917,3,6,0,7,139,33,0.81,6,2,0,6,0,11,2,3,16,0.846,17,1,0,2,1,29,0,8,9
513,9,4,2,4,50,2,2,100,0.67,0,0,14,148,141,520,0.63,11,33,17,86,93,0.925,8,9,0,19,72,9,0.89,6,0,2,6,0,16,3,2,11,0.842,9,0,0,2,0,30,1,6,17
514,1,5,2,5,40,3,3,100,0.62,0,0,13,83,90,441,0.56,8,14,11,57,64,0.891,0,0,0,19,118,28,0.81,5,1,1,9,0,12,2,0,6,0.857,10,1,0,14,1,38,1,6,10
515,8,4,2,4,50,2,2,100,0.67,0,0,17,134,109,408,0.44,9,28,11,76,78,0.974,0,0,0,16,97,14,0.87,9,1,1,5,0,6,0,2,12,1,10,0,0,14,0,30,0,10,10
516,5,6,4,6,66.66666667,2,2,100,0.75,0,0,25,128,127,525,0.55,18,23,18,63,65,0.969,0,0,0,13,115,14,0.89,3,1,0,6,0,12,1,1,10,0.923,9,2,0,5,1,44,1,4,9
517,7,5,5,5,100,1,2,50,0.86,0,0,21,155,130,452,0.45,8,14,9,75,79,0.949,0,0,0,10,107,22,0.83,6,0,1,3,0,10,1,1,12,0.909,9,1,0,5,0,38,0,6,9
518,4,6,4,6,66.66666667,2,2,100,0.75,0,0,20,116,98,427,0.67,12,24,14,65,66,0.985,0,0,0,11,70,27,0.72,7,1,3,6,0,8,0,0,14,1,16,3,0,7,1,44,1,8,7
519,12,3,1,3,33.33333333,1,1,100,0.5,0,0,24,81,69,373,0.33,9,27,6,51,55,0.927,0,0,0,16,104,24,0.81,6,3,1,7,0,14,0,0,8,1,7,1,0,7,0,20,0,9,16
520,9,1,1,1,100,4,5,80,0.83,0,1,21,147,145,381,0.5,4,17,17,88,90,0.978,5,5,1,16,143,39,0.79,10,0,1,6,1,9,2,5,8,0.818,9,0,0,33,1,19,1,10,12
521,3,1,1,1,100,3,3,100,1,0,1,13,168,132,503,0.5,8,39,14,89,97,0.918,2,5,0,20,142,17,0.89,6,1,0,10,0,8,5,2,9,0.615,12,1,0,33,0,16,0,7,9
522,6,4,4,4,100,1,2,50,0.83,0,0,28,187,152,557,0.5,8,24,15,10,1,0.973,0,0,0,15,77,16,0.83,5,0,1,7,0,15,2,4,11,0.882,8,0,0,4,1,31,1,5,12
