Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,%Rucks_Won,Mauls_Won,Total_Mauls,%Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,%Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,%Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
8,3,3,3,100,3,5,60,0.75,0,0,31,121,98,413,0.75,5,20,6,66,69,0.957,0,0,0,13,187,38,0.83,6,1,1,3,0,9,1,2,8,0.9,13,0,0,0,0,30,1,7,7
5,2,2,2,100,3,4,75,0.83,0,0,20,155,132,662,0.33,15,22,16,94,10,0.913,0,0,0,22,80,11,0.88,5,0,2,8,0,11,3,1,8,0.786,9,0,0,0,1,23,0,5,8
9,4,4,4,100,1,3,33.33333333,0.71,0,0,26,95,82,469,0.67,11,11,6,55,58,0.948,0,0,0,16,139,22,0.86,8,2,0,5,0,8,1,3,11,0.889,8,1,0,0,0,31,1,10,9
7,4,4,4,100,0,2,0,0.67,0,0,26,153,131,577,1,12,25,15,81,82,0.988,0,0,0,23,154,26,0.86,7,1,2,6,0,11,1,3,12,0.917,12,0,0,0,1,28,1,8,8
10,0,0,0,0,1,2,50,0.5,1,0,25,178,153,531,0,4,26,12,95,10,0.95,0,0,0,19,118,25,0.83,6,2,1,7,0,12,3,1,11,0.8,8,0,0,0,0,6,0,8,12
Melbourne 14,3,3,3,100,2,3,66.66666667,0.83,0,0,16,162,118,431,0.5,6,14,9,78,80,0.975,0,0,0,17,71,18,0.8,6,0,0,10,0,10,1,1,12,0.909,8,1,0,0,1,27,0,6,8
16,3,3,3,100,2,3,66.66666667,0.83,1,0,25,75,68,261,0.5,5,18,2,53,55,0.964,0,0,0,8,129,14,0.9,10,0,0,6,0,12,1,1,10,0.923,8,0,0,0,0,30,1,10,8
13,1,1,1,100,3,4,75,0.8,0,0,31,106,98,298,0.5,2,15,7,79,81,0.975,0,0,0,7,144,24,0.86,4,2,0,7,0,13,5,1,8,0.722,7,0,0,0,1,16,1,6,10
4,1,0,1,0,3,3,100,0.75,0,0,18,296,156,740,0.5,13,24,22,10,1,0.972,0,0,0,12,108,14,0.89,7,0,2,4,0,8,1,5,13,0.889,10,0,0,0,0,14,0,7,7
11,1,1,1,100,5,5,100,1,0,1,33,115,98,331,1,5,15,10,67,72,0.931,0,0,0,13,97,34,0.74,7,0,3,5,0,12,1,2,11,0.923,11,0,0,0,1,22,1,7,9
